time	state	geography	geography_name	grade	N_dtap	N_polio	N_mmr	N_hep_b	N_varicella	N_personal_exempt	N_medical_exempt	N_full_exempt	pct_dtap	pct_polio	pct_mmr	pct_hep_b	pct_varicella	pct_personal_exempt	pct_medical_exempt	pct_full_exempt	N_full_medical_exempt	pct_full_medical_exempt	N_partial_medical_exempt_utd	pct_partial_medical_exempt_utd	N_full_religious_exempt	pct_full_religious_exempt	N_partial_religious_exempt_utd	pct_partial_religious_exempt_utd
2024-04-05	Alabama	01073	Jefferson	Kindergarten	NA	NA	NA	NA	NA	119.00	5.00	119.00	NA	NA	NA	NA	NA	1.60	0.07	1.60	5.00	0.07	1.00	0.01	119.00	1.60	1.00	0.01
2024-04-05	Alabama	01075	Lamar	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.53	0.00	0.53	0.00	0.00	0.00	0.00	1.00	0.53	0.00	0.00
2024-04-05	Alabama	01077	Lauderdale	Kindergarten	NA	NA	NA	NA	NA	29.00	0.00	29.00	NA	NA	NA	NA	NA	2.90	0.00	2.90	0.00	0.00	0.00	0.00	29.00	2.90	0.00	0.00
2024-04-05	Alabama	01079	Lawrence	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	1.82	0.00	1.82	0.00	0.00	1.00	0.30	6.00	1.82	0.00	0.00
2024-04-05	Alabama	01081	Lee	Kindergarten	NA	NA	NA	NA	NA	21.00	2.00	21.00	NA	NA	NA	NA	NA	1.19	0.11	1.19	2.00	0.11	0.00	0.00	21.00	1.19	0.00	0.00
2024-04-05	Alabama	01083	Limestone	Kindergarten	NA	NA	NA	NA	NA	26.00	1.00	26.00	NA	NA	NA	NA	NA	2.69	0.10	2.69	1.00	0.10	0.00	0.00	26.00	2.69	0.00	0.00
2024-04-05	Alabama	01085	Lowndes	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	Alabama	01087	Macon	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	1.60	0.00	1.60	0.00	0.00	0.00	0.00	2.00	1.60	0.00	0.00
2024-04-05	Alabama	01089	Madison	Kindergarten	NA	NA	NA	NA	NA	64.00	0.00	64.00	NA	NA	NA	NA	NA	1.55	0.00	1.55	0.00	0.00	0.00	0.00	64.00	1.55	0.00	0.00
2024-04-05	Alabama	01091	Marengo	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.18	0.00	1.18	0.00	0.00	0.00	0.00	3.00	1.18	0.00	0.00
2024-04-05	Alabama	01093	Marion	Kindergarten	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	2.34	0.00	2.34	0.00	0.00	0.00	0.00	8.00	2.34	0.00	0.00
2024-04-05	Alabama	01095	Marshall	Kindergarten	NA	NA	NA	NA	NA	19.00	0.00	19.00	NA	NA	NA	NA	NA	1.44	0.00	1.44	0.00	0.00	0.00	0.00	19.00	1.44	0.00	0.00
2024-04-05	Alabama	01097	Mobile	Kindergarten	NA	NA	NA	NA	NA	123.00	4.00	123.00	NA	NA	NA	NA	NA	2.59	0.08	2.59	4.00	0.08	0.00	0.00	123.00	2.59	0.00	0.00
2024-04-05	Alabama	01099	Monroe	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	1.83	0.00	1.83	0.00	0.00	1.00	0.46	4.00	1.83	0.00	0.00
2024-04-05	Alabama	01101	Montgomery	Kindergarten	NA	NA	NA	NA	NA	40.00	2.00	40.00	NA	NA	NA	NA	NA	1.71	0.09	1.71	2.00	0.09	1.00	0.04	40.00	1.71	0.00	0.00
2024-04-05	Alabama	01103	Morgan	Kindergarten	NA	NA	NA	NA	NA	36.00	0.00	36.00	NA	NA	NA	NA	NA	2.43	0.00	2.43	0.00	0.00	0.00	0.00	36.00	2.43	0.00	0.00
2024-04-05	Alabama	01105	Perry	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	Alabama	01107	Pickens	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.72	0.00	0.72	0.00	0.00	0.00	0.00	1.00	0.72	0.00	0.00
2024-04-05	Alabama	01109	Pike	Kindergarten	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	0.38	0.38	0.38	1.00	0.38	0.00	0.00	1.00	0.38	0.00	0.00
2024-04-05	Alabama	01111	Randolph	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	2.02	0.00	2.02	0.00	0.00	0.00	0.00	5.00	2.02	0.00	0.00
2024-04-05	Alabama	01113	Russell	Kindergarten	NA	NA	NA	NA	NA	7.00	1.00	7.00	NA	NA	NA	NA	NA	1.01	0.14	1.01	1.00	0.14	0.00	0.00	7.00	1.01	0.00	0.00
2024-04-05	Alabama	01117	Shelby	Kindergarten	NA	NA	NA	NA	NA	65.00	3.00	65.00	NA	NA	NA	NA	NA	2.87	0.13	2.87	3.00	0.13	0.00	0.00	65.00	2.87	0.00	0.00
2024-04-05	Alabama	01115	St. Clair	Kindergarten	NA	NA	NA	NA	NA	34.00	3.00	34.00	NA	NA	NA	NA	NA	3.38	0.30	3.38	3.00	0.30	0.00	0.00	34.00	3.38	0.00	0.00
2024-04-05	Alabama	01119	Sumter	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.64	0.00	1.64	0.00	0.00	0.00	0.00	1.00	1.64	0.00	0.00
2024-04-05	Alabama	01121	Talladega	Kindergarten	NA	NA	NA	NA	NA	9.00	1.00	9.00	NA	NA	NA	NA	NA	1.23	0.14	1.23	1.00	0.14	0.00	0.00	9.00	1.23	0.00	0.00
2024-04-05	Alabama	01123	Tallapoosa	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	0.94	0.00	0.94	0.00	0.00	0.00	0.00	4.00	0.94	0.00	0.00
2024-04-05	Alabama	01125	Tuscaloosa	Kindergarten	NA	NA	NA	NA	NA	39.00	1.00	39.00	NA	NA	NA	NA	NA	1.59	0.04	1.59	1.00	0.04	0.00	0.00	39.00	1.59	0.00	0.00
2024-04-05	Alabama	01127	Walker	Kindergarten	NA	NA	NA	NA	NA	22.00	1.00	22.00	NA	NA	NA	NA	NA	2.96	0.13	2.96	1.00	0.13	0.00	0.00	22.00	2.96	0.00	0.00
2024-04-05	Alabama	01129	Washington	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	Alabama	01131	Wilcox	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2024-04-05	Alabama	01133	Winston	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	2.39	0.00	2.39	0.00	0.00	0.00	0.00	7.00	2.39	0.00	0.00
2024-04-05	Alabama	01	Total	Kindergarten	NA	NA	NA	NA	NA	1139.00	36.00	1139.00	NA	NA	NA	NA	NA	2.09	0.07	2.09	36.00	0.07	8.00	0.01	1139.00	2.09	5.00	0.01
2025-03-10	Alabama	01001	Autauga	Kindergarten	NA	NA	NA	NA	NA	11.00	0.00	11.00	NA	NA	NA	NA	NA	1.85	0.00	1.85	0.00	0.00	0.00	0.00	11.00	1.85	0.00	0.00
2025-03-10	Alabama	01003	Baldwin	Kindergarten	NA	NA	NA	NA	NA	144.00	6.00	144.00	NA	NA	NA	NA	NA	5.59	0.23	5.59	6.00	0.23	0.00	0.00	144.00	5.59	0.00	0.00
2025-03-10	Alabama	01005	Barbour	Kindergarten	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	0.42	0.42	0.42	1.00	0.42	0.00	0.00	1.00	0.42	0.00	0.00
2025-03-10	Alabama	01007	Bibb	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.41	0.00	0.41	0.00	0.00	0.00	0.00	1.00	0.41	0.00	0.00
2025-03-10	Alabama	01009	Blount	Kindergarten	NA	NA	NA	NA	NA	20.00	0.00	20.00	NA	NA	NA	NA	NA	2.84	0.00	2.84	0.00	0.00	0.00	0.00	20.00	2.84	0.00	0.00
2025-03-10	Alabama	01011	Bullock	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01013	Butler	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.90	0.00	1.90	0.00	0.00	0.00	0.00	3.00	1.90	0.00	0.00
2025-03-10	Alabama	01015	Calhoun	Kindergarten	NA	NA	NA	NA	NA	46.00	0.00	46.00	NA	NA	NA	NA	NA	3.43	0.00	3.43	0.00	0.00	0.00	0.00	46.00	3.43	0.00	0.00
2025-03-10	Alabama	01017	Chambers	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.09	0.00	1.09	0.00	0.00	0.00	0.00	3.00	1.09	0.00	0.00
2025-03-10	Alabama	01019	Cherokee	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	0.98	0.00	0.98	0.00	0.00	0.00	0.00	3.00	0.98	0.00	0.00
2025-03-10	Alabama	01021	Chilton	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.28	0.00	1.28	0.00	0.00	0.00	0.00	5.00	1.28	0.00	0.00
2025-03-10	Alabama	01023	Choctaw	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.41	0.00	1.41	0.00	0.00	0.00	0.00	1.00	1.41	0.00	0.00
2025-03-10	Alabama	01025	Clarke	Kindergarten	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.84	0.00	0.84	0.00	0.00	0.00	0.00	2.00	0.84	0.00	0.00
2025-03-10	Alabama	01027	Clay	Kindergarten	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	4.04	0.00	4.04	0.00	0.00	1.00	0.51	8.00	4.04	0.00	0.00
2025-03-10	Alabama	01029	Cleburne	Kindergarten	NA	NA	NA	NA	NA	7.00	0.00	7.00	NA	NA	NA	NA	NA	3.74	0.00	3.74	0.00	0.00	0.00	0.00	7.00	3.74	0.00	0.00
2025-03-10	Alabama	01031	Coffee	Kindergarten	NA	NA	NA	NA	NA	18.00	0.00	18.00	NA	NA	NA	NA	NA	2.90	0.00	2.90	0.00	0.00	0.00	0.00	18.00	2.90	0.00	0.00
2025-03-10	Alabama	01033	Colbert	Kindergarten	NA	NA	NA	NA	NA	15.00	0.00	15.00	NA	NA	NA	NA	NA	2.42	0.00	2.42	0.00	0.00	0.00	0.00	15.00	2.42	0.00	0.00
2025-03-10	Alabama	01035	Conecuh	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.16	0.00	1.16	0.00	0.00	0.00	0.00	1.00	1.16	0.00	0.00
2025-03-10	Alabama	01037	Coosa	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01039	Covington	Kindergarten	NA	NA	NA	NA	NA	14.00	1.00	14.00	NA	NA	NA	NA	NA	3.08	0.22	3.08	1.00	0.22	0.00	0.00	14.00	3.08	1.00	0.22
2025-03-10	Alabama	01041	Crenshaw	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	3.55	0.00	3.55	0.00	0.00	0.00	0.00	6.00	3.55	0.00	0.00
2025-03-10	Alabama	01043	Cullman	Kindergarten	NA	NA	NA	NA	NA	37.00	2.00	37.00	NA	NA	NA	NA	NA	3.53	0.19	3.53	2.00	0.19	0.00	0.00	37.00	3.53	0.00	0.00
2025-03-10	Alabama	01045	Dale	Kindergarten	NA	NA	NA	NA	NA	10.00	1.00	10.00	NA	NA	NA	NA	NA	2.34	0.23	2.34	1.00	0.23	0.00	0.00	10.00	2.34	1.00	0.23
2025-03-10	Alabama	01047	Dallas	Kindergarten	NA	NA	NA	NA	NA	3.00	1.00	3.00	NA	NA	NA	NA	NA	1.21	0.40	1.21	1.00	0.40	0.00	0.00	3.00	1.21	0.00	0.00
2025-03-10	Alabama	01049	Dekalb	Kindergarten	NA	NA	NA	NA	NA	17.00	0.00	17.00	NA	NA	NA	NA	NA	1.98	0.00	1.98	0.00	0.00	0.00	0.00	17.00	1.98	0.00	0.00
2025-03-10	Alabama	01051	Elmore	Kindergarten	NA	NA	NA	NA	NA	44.00	1.00	44.00	NA	NA	NA	NA	NA	4.18	0.10	4.18	1.00	0.10	0.00	0.00	44.00	4.18	0.00	0.00
2025-03-10	Alabama	01053	Escambia	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.70	0.00	1.70	0.00	0.00	0.00	0.00	5.00	1.70	0.00	0.00
2025-03-10	Alabama	01055	Etowah	Kindergarten	NA	NA	NA	NA	NA	38.00	2.00	38.00	NA	NA	NA	NA	NA	3.07	0.16	3.07	2.00	0.16	0.00	0.00	38.00	3.07	0.00	0.00
2025-03-10	Alabama	01057	Fayette	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.53	0.00	0.53	0.00	0.00	0.00	0.00	1.00	0.53	0.00	0.00
2025-03-10	Alabama	01059	Franklin	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.20	0.00	0.20	0.00	0.00	0.00	0.00	1.00	0.20	0.00	0.00
2025-03-10	Alabama	01061	Geneva	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.50	0.00	1.50	0.00	0.00	1.00	0.30	5.00	1.50	0.00	0.00
2025-03-10	Alabama	01063	Greene	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01065	Hale	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01067	Henry	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	2.12	0.00	2.12	0.00	0.00	0.00	0.00	4.00	2.12	0.00	0.00
2025-03-10	Alabama	01069	Houston	Kindergarten	NA	NA	NA	NA	NA	3.00	3.00	3.00	NA	NA	NA	NA	NA	0.25	0.25	0.25	3.00	0.25	1.00	0.08	3.00	0.25	3.00	0.25
2025-03-10	Alabama	01071	Jackson	Kindergarten	NA	NA	NA	NA	NA	22.00	0.00	22.00	NA	NA	NA	NA	NA	4.07	0.00	4.07	0.00	0.00	0.00	0.00	22.00	4.07	0.00	0.00
2025-03-10	Alabama	01073	Jefferson	Kindergarten	NA	NA	NA	NA	NA	102.00	0.00	102.00	NA	NA	NA	NA	NA	1.42	0.00	1.42	0.00	0.00	0.00	0.00	102.00	1.42	0.00	0.00
2025-03-10	Alabama	01075	Lamar	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	3.05	0.00	3.05	0.00	0.00	0.00	0.00	5.00	3.05	0.00	0.00
2025-03-10	Alabama	01077	Lauderdale	Kindergarten	NA	NA	NA	NA	NA	26.00	1.00	26.00	NA	NA	NA	NA	NA	2.51	0.10	2.51	1.00	0.10	0.00	0.00	26.00	2.51	0.00	0.00
2025-03-10	Alabama	01079	Lawrence	Kindergarten	NA	NA	NA	NA	NA	9.00	0.00	9.00	NA	NA	NA	NA	NA	2.93	0.00	2.93	0.00	0.00	0.00	0.00	9.00	2.93	0.00	0.00
2025-03-10	Alabama	01081	Lee	Kindergarten	NA	NA	NA	NA	NA	30.00	3.00	30.00	NA	NA	NA	NA	NA	1.72	0.17	1.72	3.00	0.17	0.00	0.00	30.00	1.72	0.00	0.00
2025-03-10	Alabama	01083	Limestone	Kindergarten	NA	NA	NA	NA	NA	24.00	2.00	24.00	NA	NA	NA	NA	NA	2.47	0.21	2.47	2.00	0.21	0.00	0.00	24.00	2.47	0.00	0.00
2025-03-10	Alabama	01085	Lowndes	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	3.60	0.00	3.60	0.00	0.00	0.00	0.00	4.00	3.60	0.00	0.00
2025-03-10	Alabama	01087	Macon	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	2.33	0.00	2.33	0.00	0.00	0.00	0.00	3.00	2.33	0.00	0.00
2025-03-10	Alabama	01089	Madison	Kindergarten	NA	NA	NA	NA	NA	63.00	2.00	63.00	NA	NA	NA	NA	NA	1.50	0.05	1.50	2.00	0.05	2.00	0.05	63.00	1.50	1.00	0.02
2025-03-10	Alabama	01091	Marengo	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	2.21	0.00	2.21	0.00	0.00	0.00	0.00	5.00	2.21	0.00	0.00
2025-03-10	Alabama	01093	Marion	Kindergarten	NA	NA	NA	NA	NA	3.00	1.00	3.00	NA	NA	NA	NA	NA	0.81	0.27	0.81	1.00	0.27	0.00	0.00	3.00	0.81	0.00	0.00
2025-03-10	Alabama	01095	Marshall	Kindergarten	NA	NA	NA	NA	NA	19.00	0.00	19.00	NA	NA	NA	NA	NA	1.38	0.00	1.38	0.00	0.00	0.00	0.00	19.00	1.38	0.00	0.00
2025-03-10	Alabama	01097	Mobile	Kindergarten	NA	NA	NA	NA	NA	105.00	7.00	105.00	NA	NA	NA	NA	NA	2.29	0.15	2.29	7.00	0.15	0.00	0.00	105.00	2.29	0.00	0.00
2025-03-10	Alabama	01099	Monroe	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	2.56	0.00	2.56	0.00	0.00	0.00	0.00	6.00	2.56	0.00	0.00
2025-03-10	Alabama	01101	Montgomery	Kindergarten	NA	NA	NA	NA	NA	31.00	0.00	31.00	NA	NA	NA	NA	NA	1.31	0.00	1.31	0.00	0.00	0.00	0.00	31.00	1.31	0.00	0.00
2025-03-10	Alabama	01103	Morgan	Kindergarten	NA	NA	NA	NA	NA	30.00	0.00	30.00	NA	NA	NA	NA	NA	2.07	0.00	2.07	0.00	0.00	0.00	0.00	30.00	2.07	0.00	0.00
2025-03-10	Alabama	01105	Perry	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01107	Pickens	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.82	0.00	0.82	0.00	0.00	0.00	0.00	1.00	0.82	0.00	0.00
2025-03-10	Alabama	01109	Pike	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	1.66	0.00	1.66	0.00	0.00	0.00	0.00	4.00	1.66	0.00	0.00
2025-03-10	Alabama	01111	Randolph	Kindergarten	NA	NA	NA	NA	NA	3.00	0.00	3.00	NA	NA	NA	NA	NA	1.12	0.00	1.12	0.00	0.00	0.00	0.00	3.00	1.12	0.00	0.00
2025-03-10	Alabama	01113	Russell	Kindergarten	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	0.93	0.00	0.93	0.00	0.00	0.00	0.00	4.00	0.93	0.00	0.00
2025-03-10	Alabama	01117	Shelby	Kindergarten	NA	NA	NA	NA	NA	51.00	3.00	51.00	NA	NA	NA	NA	NA	2.49	0.15	2.49	3.00	0.15	0.00	0.00	51.00	2.49	0.00	0.00
2025-03-10	Alabama	01115	St. Clair	Kindergarten	NA	NA	NA	NA	NA	38.00	0.00	38.00	NA	NA	NA	NA	NA	3.68	0.00	3.68	0.00	0.00	0.00	0.00	38.00	3.68	0.00	0.00
2025-03-10	Alabama	01119	Sumter	Kindergarten	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2025-03-10	Alabama	01121	Talladega	Kindergarten	NA	NA	NA	NA	NA	12.00	0.00	12.00	NA	NA	NA	NA	NA	1.61	0.00	1.61	0.00	0.00	0.00	0.00	12.00	1.61	0.00	0.00
2025-03-10	Alabama	01123	Tallapoosa	Kindergarten	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	1.50	0.00	1.50	0.00	0.00	0.00	0.00	6.00	1.50	0.00	0.00
2025-03-10	Alabama	01125	Tuscaloosa	Kindergarten	NA	NA	NA	NA	NA	41.00	0.00	41.00	NA	NA	NA	NA	NA	1.81	0.00	1.81	0.00	0.00	1.00	0.04	41.00	1.81	0.00	0.00
2025-03-10	Alabama	01127	Walker	Kindergarten	NA	NA	NA	NA	NA	12.00	0.00	12.00	NA	NA	NA	NA	NA	1.61	0.00	1.61	0.00	0.00	0.00	0.00	12.00	1.61	0.00	0.00
2025-03-10	Alabama	01129	Washington	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.72	0.00	0.72	0.00	0.00	0.00	0.00	1.00	0.72	0.00	0.00
2025-03-10	Alabama	01131	Wilcox	Kindergarten	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	1.43	0.00	1.43	0.00	0.00	0.00	0.00	1.00	1.43	0.00	0.00
2025-03-10	Alabama	01133	Winston	Kindergarten	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.75	0.00	1.75	0.00	0.00	0.00	0.00	5.00	1.75	0.00	0.00
2025-03-10	Alabama	01	Total	Kindergarten	NA	NA	NA	NA	NA	1143.00	37.00	1143.00	NA	NA	NA	NA	NA	NA	NA	NA	37.00	NA	6.00	NA	1143.00	NA	6.00	NA
2021-01-29	Alabama	01001	Autauga	9th grade	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.27	0.00	0.27	0.00	0.00	2.00	0.27	2.00	0.27	0.00	0.00
2021-01-29	Alabama	01003	Baldwin	9th grade	NA	NA	NA	NA	NA	44.00	2.00	44.00	NA	NA	NA	NA	NA	1.54	0.07	1.54	2.00	0.07	6.00	0.21	44.00	1.54	0.00	0.00
2021-01-29	Alabama	01005	Barbour	9th grade	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	1.30	0.00	1.30	0.00	0.00	0.00	0.00	8.00	1.30	0.00	0.00
2021-01-29	Alabama	01007	Bibb	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01009	Blount	9th grade	NA	NA	NA	NA	NA	1.00	3.00	1.00	NA	NA	NA	NA	NA	0.14	0.41	0.14	3.00	0.41	0.00	0.00	1.00	0.14	0.00	0.00
2021-01-29	Alabama	01011	Bullock	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01013	Butler	9th grade	NA	NA	NA	NA	NA	1.00	0.00	1.00	NA	NA	NA	NA	NA	0.37	0.00	0.37	0.00	0.00	1.00	0.37	1.00	0.37	0.00	0.00
2021-01-29	Alabama	01015	Calhoun	9th grade	NA	NA	NA	NA	NA	6.00	0.00	6.00	NA	NA	NA	NA	NA	0.45	0.00	0.45	0.00	0.00	0.00	0.00	6.00	0.45	0.00	0.00
2021-01-29	Alabama	01017	Chambers	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01019	Cherokee	9th grade	NA	NA	NA	NA	NA	5.00	0.00	5.00	NA	NA	NA	NA	NA	1.76	0.00	1.76	0.00	0.00	0.00	0.00	5.00	1.76	0.00	0.00
2021-01-29	Alabama	01021	Chilton	9th grade	NA	NA	NA	NA	NA	4.00	0.00	4.00	NA	NA	NA	NA	NA	0.74	0.00	0.74	0.00	0.00	0.00	0.00	4.00	0.74	0.00	0.00
2021-01-29	Alabama	01023	Choctaw	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01025	Clarke	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01027	Clay	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01029	Cleburne	9th grade	NA	NA	NA	NA	NA	1.00	1.00	1.00	NA	NA	NA	NA	NA	0.51	0.51	0.51	1.00	0.51	0.00	0.00	1.00	0.51	0.00	0.00
2021-01-29	Alabama	01031	Coffee	9th grade	NA	NA	NA	NA	NA	10.00	0.00	10.00	NA	NA	NA	NA	NA	1.28	0.00	1.28	0.00	0.00	0.00	0.00	10.00	1.28	0.00	0.00
2021-01-29	Alabama	01033	Colbert	9th grade	NA	NA	NA	NA	NA	8.00	0.00	8.00	NA	NA	NA	NA	NA	1.31	0.00	1.31	0.00	0.00	0.00	0.00	8.00	1.31	0.00	0.00
2021-01-29	Alabama	01035	Conecuh	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01037	Coosa	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01039	Covington	9th grade	NA	NA	NA	NA	NA	2.00	0.00	2.00	NA	NA	NA	NA	NA	0.42	0.00	0.42	0.00	0.00	1.00	0.21	2.00	0.42	0.00	0.00
2021-01-29	Alabama	01041	Crenshaw	9th grade	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	NA	NA	NA	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2021-01-29	Alabama	01043	Cullman	9th grade	NA	NA	NA	NA	NA	11.00	0.00	11.00	NA	NA	NA	NA	NA	1.12	0.00	1.12	0.00	0.00	2.00	0.20	11.00	1.12	0.00	0.00
