time,geography,geography_name,school_id,school_name,district,school_type,pct_medical_exemptions,pct_immunized_polio,pct_immunized_measles,pct_immunized_mumps,pct_immunized_rubella,pct_immunized_diphtheria,pct_immunized_hepatitis_b,pct_immunized_varicella,pct_immunized_tdap,pct_immunized_meningococcal,pct_completely_immunized
12-31-2020,36059,Nassau County,280251070004,CENTRAL H S,VALLEY STR CENTRAL H S,Public School,0,99.9,100,100,100,100,100,100,100,100,100
12-31-2024,36103,Suffolk County,580801060022,SMITHTOWN HIGH SCHOOL WEST,SMITHTOWN CENTRAL SCHOOL,Public School,0,99.83999999999999,100,100,100,NA,100,99.76,100,100,100
12-31-2021,36103,Suffolk County,580514020001,WOODHULL SCHOOL,FIRE ISLAND UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2020,36011,Cayuga County,50100999499,TYBURN ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,662200010012,WHITE PLAINS MS,WHITE PLAINS CITY SCHOOLS,Public School,0,99.55000000000001,100,100,100,100,100,99.46000000000001,100,100,99
12-31-2022,36103,Suffolk County,580109020004,MILTON L OLIVE MIDDLE SCHOOL,WYANDANCH UNION FREE SCHOOL,Public School,0,99.8,100,100,100,99,100,99.5,99,100,98
12-31-2021,36083,Rensselaer County,490601060009,RENSSELAER PARK ELEM SCHOOL,LANSINGBURGH CENT SCH AT TROY,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36067,Onondaga County,421501060014,SOULE ROAD MIDDLE SCHOOL,LIVERPOOL CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,100,100,100,100
12-31-2024,36119,Westchester County,662300010021,SCHOOL 21,YONKERS CITY SCHOOLS,Public School,0,100,99,99,100,99,100,99.68,93,NA,98
12-31-2024,36019,Clinton County,91200010004,OAK STREET ELEMENTARY,PLATTSBURGH CITY SCHOOL,Public School,0,100,100,100,100,100,100,99.51,NA,NA,100
12-31-2021,36111,Ulster County,620600010014,JOHN F KENNEDY SCHOOL,KINGSTON CITY SCHOOLS,Public School,0,98.8,99,99,99,98,99,99.4,NA,NA,98
12-31-2021,36059,Nassau County,280409996434,BUCKLEY COUNTRY DAY SCHOOL,NA,Private School,1,98.6,99,99,99,99,100,99.3,99,97,98
12-31-2023,36027,Dutchess County,131602020004,ORVILLE A TODD MS,SPACKENKILL UNION FREE SCHOOL,Public School,0,95.6,96,96,96,96,96,95.6,96,96,96
12-31-2020,36065,Oneida County,411501060005,MYLES ELEM SCHOOL,NEW HARTFORD CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,100,97,NA,99
12-31-2023,36023,Cortland County,110901040001,MARATHON HS,MARATHON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2024,36069,Ontario County,430901060002,GORHAM ELEM SCHOOL,GORHAM-MDLSEX CENT SCH,Public School,0,99.53999999999999,100,100,100,100,100,100,NA,NA,100
12-31-2021,36055,Monroe County,260803060001,BRIARWOOD SCHOOL,WEST IRONDEQUOIT CENTRAL SCHOOL,Public School,0,100,100,100,100,100,99,100,NA,NA,99
12-31-2022,36013,Chautauqua County,60601040000,PINE VALLEY CENT SCHOOL DISTRICT-(S DAYTON),PINE VALLEY CENT SCHOOL,School District,0,99.6,100,100,100,100,100,100,100,98,99
12-31-2023,36005,Bronx County,321000996192,HOPE ACADEMY OF THE BRONX,NA,Private School,0,100,100,100,100,100,100,100,95,100,95
12-31-2022,36011,Cayuga County,50701040007,SOUTHERN CAYUGA ES,SOUTHERN CAYUGA CENTRAL SCHOOL,Public School,1,99.7,99,99,99,99,100,99.1,72,NA,94
12-31-2021,36065,Oneida County,410601040000,CAMDEN CENTRAL SCHOOL,CAMDEN CENTRAL SCHOOL,School District,0,99.7,100,100,100,100,100,99.7,99,99,99
12-31-2021,36001,Albany County,10100860960,ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36083,Rensselaer County,491302060005,WEST SAND LAKE ES,AVERILL PARK CENTRAL SCHOOL,Public School,1,99.7,100,100,100,100,100,99.5,NA,NA,100
12-31-2021,36007,Broome County,31101060003,HOMER BRINK SCHOOL,MAINE ENDWELL CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36119,Westchester County,660101030002,KATONAH ELEM SCHOOL,KATONAH LEWISBORO U F S,Public School,0,99.8,100,100,100,100,100,99.8,NA,NA,100
12-31-2021,36119,Westchester County,661904030006,THOMAS A EDISON SCHOOL,PORT CHESTER-RYE U F S,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36047,Kings County,331800996245,A PLUS KIDZ ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36123,Yates County,680801659941,SCENIC VALLEY SCHOOL,NA,Private School,0,61.1,67,67,67,67,61,55.60000000000001,56.99999999999999,56.99999999999999,50
12-31-2022,36059,Nassau County,280402030002,WILLETS ROAD SCHOOL,EAST WILLISTON U F S,Public School,0,100,100,100,100,100,100,99.8,100,100,100
12-31-2020,36029,Erie County,141800626108,AL-RASHEED ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36091,Saratoga County,521800119176,ST CLEMENTS REGIONAL CATHOLIC SCHOOL,NA,Private School,1,99.3,100,100,100,99,100,100,NA,NA,99
12-31-2024,36029,Erie County,140203136273,ST GREGORY THE GREAT SCHOOL,0.0,Private School,0,99.2,100,100,100,99,99,99.47,100,100,99
12-31-2023,36075,Oswego County,460901060000,MEXICO CENTRAL SCHOOL,MEXICO CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,99.8,100,100,100
12-31-2024,36001,Albany County,10306060007,BETHLEHEM CENTRAL MIDDLE SCHOOL,BETHLEHEM CENTRAL SCHOOL,Public School,0,99.78,100,100,100,100,100,99.78,100,100,100
12-31-2020,36029,Erie County,141301060006,IROQUOIS SENIOR HIGH SCHOOL,IROQUOIS CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,100,100,100,100
12-31-2020,36109,Tompkins County,610901040000,NEWFIELD CENTRAL SCHOOL,NEWFIELD CENTRAL SCHOOL,School District,0,98.6,100,100,100,100,99,99.9,99,100,98
12-31-2022,36009,Cattaraugus County,42400010002,WASHINGTON WEST ES,OLEAN CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36111,Ulster County,620803040003,HIGHLAND MIDDLE SCHOOL,HIGHLAND CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,99,100
12-31-2022,36059,Nassau County,280223030000,WANTAGH UNION FREE SCHOOL,WANTAGH UNION FREE SCHOOL,School District,0,100,100,100,100,100,100,99.8,100,100,99
12-31-2022,36009,Cattaraugus County,43001658554,AXEVILLE SCHOOL,NA,Private School,0,98.8,0,0,0,0,0,0,0,0,0
12-31-2023,36015,Chemung County,70901060004,RIDGE ROAD SCHOOL,HORSEHEADS CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36047,Kings County,331700227690,OHOLEI TORAH ELEM,NA,Private School,0,97.3,99,99,99,98,97,97.6,93,90,94
12-31-2024,36029,Erie County,141800010010,TRUMAN ES,LACKAWANNA CITY SCHOOLS,Public School,0,99.26,99,99,99,98,99,98.50999999999999,NA,NA,98
12-31-2021,36103,Suffolk County,580203020008,COMSEWOGUE S H S,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL,Public School,0,99.9,100,100,100,100,100,99.8,100,100,100
12-31-2022,36065,Oneida County,411902040003,WATERVILLE JSHS,WATERVILLE CENTRAL SCHOOL,Public School,0,99.8,100,100,100,100,100,100,100,96,97
12-31-2023,36081,Queens County,342800997750,"NEW YORK CHILD LEARNING INSTITUTE, A PROGRAM OF AABR INC.",NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36119,Westchester County,661100437810,WESTCHESTER AREA SCHOOL,NA,Private School,0,97.39999999999999,99,99,99,97,97,98.7,100,100,97
12-31-2021,36103,Suffolk County,580504030000,SAYVILLE UNION FREE SCHOOL,SAYVILLE UNION FREE SCHOOL,School District,1,99.3,100,100,100,99,100,99.4,99,99,99
12-31-2020,36123,Yates County,680801659987,FIELDS CORNERS SCHOOL,NA,Private School,0,25.8,28.999999999999996,28.999999999999996,32,26,23,19.400000000000002,21,40,13
12-31-2020,36029,Erie County,140600010003,PS 3 DYOUVILLE PORTER CAMPUS(health department wing),BUFFALO CITY SCHOOLS,Public School,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2023,36059,Nassau County,280212305784,GRACE LUTHERAN SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2024,36099,Seneca County,560701060004,E CADY STANTON ELEM SCHOOL,SENECA FALLS CENTRAL SCHOOL,Public School,0,99.63,100,100,100,100,100,100,NA,NA,100
12-31-2022,36047,Kings County,331700226450,CONGREGATION OHR MENACHEM,NA,Private School,0,98.4,100,100,100,93,96,96.3,NA,NA,93
12-31-2022,36087,Rockland County,500402060018,RAMAPO S H S,EAST RAMAPO CENTRAL SCHOOL,Public School,0,95.6,96,96,96,94,95,96.3,95,96,94
12-31-2022,36039,Greene County,190501040000,COXSACKIE- ATHENS C S,COXSACKIE- ATHENS C S,School District,0,100,100,100,100,100,100,99.6,100,97,98
12-31-2021,36047,Kings County,331300805300,MT PLEASANT CHRISTIAN ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36081,Queens County,342500226479,RABBINICAL SEMINARY OF AMERICA,NA,Private School,0,99.2,100,100,100,100,99,100,99,93,94
12-31-2021,36061,New York County,310200999614,SCHOOL FOR YOUNG PERFORMERS,NA,Private School,4,96,96,96,96,96,96,96,100,100,96
12-31-2022,36065,Oneida County,412902060002,MARCY ELEM SCHOOL,WHITESBORO CENTRAL SCHOOL,Public School,0,100,100,100,100,99,100,100,NA,NA,99
12-31-2024,36013,Chautauqua County,60503040000,CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT,CHAUTAUQUA LAKE CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,99.88,100,100,100
12-31-2022,36093,Schenectady County,530600010024,MOUNT PLEASANT MIDDLE SCHOOL,SCHENECTADY CITY SCHOOLS,Public School,0,99.4,100,100,100,100,100,100,99,100,99
12-31-2020,36091,Saratoga County,521401040010,TANGLEWOOD ELEM SCHOOL,SOUTH GLENS FALLS CENT SCHOOL,Public School,0,99.5,99,99,99,100,99,99.1,NA,NA,99
12-31-2022,36047,Kings County,332000229112,SINAI ACADEMIC CENTER,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36103,Suffolk County,580211060000,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,MIDDLE COUNTRY CENTRAL SCHOOL,School District,0,99.4,100,100,100,99,100,99.5,100,100,98
12-31-2020,36047,Kings County,331700226524,BETH RIVKAH SCHOOL,NA,Private School,0,98.6,99,99,99,99,98,98.7,98,96,98
12-31-2023,36055,Monroe County,261600010095,SCHOOL 95 EDISON CAREER & TECHNOLOGY HIGH SCHOOL,ROCHESTER CITY SCHOOLS,Public School,0,99.6,100,100,100,100,100,99.6,100,97,97
12-31-2022,36015,Chemung County,70600166568,NOTRE DAME HIGH SCHOOL,NA,Private School,0,83.89999999999999,100,100,100,100,100,100,100,100,100
12-31-2020,36025,Delaware County,121701040000,STAMFORD CENTRAL SCHOOL DISTRICT,STAMFORD CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,99,100,100
12-31-2021,36025,Delaware County,120301040001,DOWNSVILLE CENTRAL SCHOOL,DOWNSVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,99,100,100
12-31-2020,36027,Dutchess County,131301040004,STISSING MOUNTAIN MIDDLE SCHOOL,PINE PLAINS CENTRAL SCHOOL,Public School,0,99.1,100,100,100,99,99,99.6,100,100,99
12-31-2024,36069,Ontario County,430300996311,CANANDAIGUA MONTESSORI SCHOOL,0.0,Private School,0,100,100,100,100,100,100,100,NA,NA,25
12-31-2022,36103,Suffolk County,580801999902,KNOX SCHOOL,NA,Private School,1,100,100,100,100,100,100,100,100,98,99
12-31-2023,36103,Suffolk County,580211060015,JERICHO ELEM SCHOOL,MIDDLE COUNTRY CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36029,Erie County,140600010065,PS 65 ROOSEVELT EARLY CHILDHOOD CENTER,BUFFALO CITY SCHOOLS,Public School,0,99.2,100,100,100,99,100,99.6,NA,NA,99
12-31-2020,36003,Allegany County,21601040000,FRIENDSHIP CENTRAL SCHOOL DISTRICT,FRIENDSHIP CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36055,Monroe County,261301060000,FAIRPORT CENTRAL SCHOOL,FAIRPORT CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,99.9,100,99,99
12-31-2023,36063,Niagara County,400900010009,SPRUCE SCHOOL (K-3),NORTH TONAWANDA CITY SCHOOLS,Public School,0,99.6,99,99,99,99,100,99.3,NA,NA,99
12-31-2020,36029,Erie County,140709030002,WOODROW WILSON ES,CHEEKTOWAGA-SLOAN UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,99.6,NA,NA,100
12-31-2023,36083,Rensselaer County,491700010018,P S 18,TROY CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36047,Kings County,331700809374,MOUNT MORIAH CHRISTIAN ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36061,New York County,310200996795,MONTESSORI SCHOOL OF NY,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2024,36091,Saratoga County,520302880126,HELPING HANDS,0.0,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2023,36059,Nassau County,280515030006,JERICHO MS,JERICHO UNION FREE SCHOOL,Public School,0,99.8,100,100,100,100,100,99.8,99,100,99
12-31-2022,36021,Columbia County,101601996549,THE DARROW SCHOOL,NA,Private School,0,100,100,100,100,100,99,100,100,97,95
12-31-2023,36025,Delaware County,121901040002,WALTON HS,WALTON CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36045,Jefferson County,220701040003,THOUSAND ISLANDS H S,THOUSAND ISLANDS CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36057,Montgomery County,270701659809,ROCKLY RIDGE SCHOOL,NA,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2021,36021,Columbia County,101601040000,NEW LEBANON CENTRAL SCHOOL DISTRICT,NEW LEBANON CENTRAL SCHOOL,School District,0,99.5,100,100,100,100,100,100,99,99,98
12-31-2024,36047,Kings County,332000226416,MARILYN DAVID IVDU BOYS UPPER SCHOOL,0.0,Private School,0,100,100,100,100,NA,100,100,100,100,100
12-31-2022,36087,Rockland County,500101060010,WEST NYACK SCHOOL,CLARKSTOWN CENTRAL SCHOOL,Public School,0,99.7,100,100,100,99,100,100,NA,NA,99
12-31-2020,36119,Westchester County,662200010000,WHITE PLAINS CITY SCHOOLS,WHITE PLAINS CITY SCHOOLS,School District,0,99.6,100,100,100,100,100,99.7,99,100,99
12-31-2021,36063,Niagara County,400900010000,NORTH TONAWANDA CITY SCHOOLS,NORTH TONAWANDA CITY SCHOOLS,School District,0,99.7,100,100,100,100,100,99.8,100,100,100
12-31-2020,36111,Ulster County,621101060004,NEW PALTZ MIDDLE SCHOOL,NEW PALTZ CENTRAL SCHOOL,Public School,0,98.4,100,100,100,98,98,99.4,99,100,97
12-31-2021,36059,Nassau County,280223030006,WANTAGH MIDDLE SCHOOL,WANTAGH UNION FREE SCHOOL,Public School,0,99.7,100,100,100,100,100,100,100,100,100
12-31-2021,36063,Niagara County,400701060010,NIAGARA WHEATFIELD S H S,NIAGARA WHEATFIELD CENT SCH,Public School,0,99.9,100,100,100,100,100,99.9,100,100,100
12-31-2022,36079,Putnam County,480401040003,HALDANE MIDDLE SCHOOL,HALDANE CENTRAL SCHOOL,Public School,0,99.7,100,100,100,98,100,99.5,96,93,94
12-31-2020,36003,Allegany County,20101040002,ALFRED ALMOND JUNIOR-SENIOR HIGH SCHOOL,ALFRED ALMOND CENTRAL SCHOOL,Public School,0,98.2,100,100,100,98,99,99.6,100,100,98
12-31-2024,36103,Suffolk County,580201996321,MONTESSORI SCHOOL AT OLD FIELD,0.0,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2022,36025,Delaware County,121901040002,WALTON HS,WALTON CENTRAL SCHOOL,Public School,0,99.2,100,100,100,100,100,100,100,100,100
12-31-2024,36031,Essex County,151001040000,NEWCOMB CENTRAL SCHOOL,NEWCOMB CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36119,Westchester County,660701030005,HOMMOCKS SCHOOL,MAMARONECK UNION FREE SCHOOL,Public School,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2024,36065,Oneida County,411504020003,NY MILLS ELEMENTARY,NEW YORK MILLS U F S,Public School,0,100,100,100,100,98,100,99.69,90,NA,98
12-31-2020,36045,Jefferson County,220909040010,BELLEVILLE HENDERSON CENTRAL SCHOOL,BELLEVILLE HENDERSON CENTRAL,Public School,0,99.8,100,100,100,100,100,100,100,99,99
12-31-2023,36007,Broome County,31501060001,CHAS F JOHNSON JR ES,UNION-ENDICOTT CENTRAL SCHOOL,Public School,0,98.3,99,99,99,98,98,98.5,NA,NA,98
12-31-2020,36059,Nassau County,280230020003,SHAW AVENUE SCHOOL,VALLEY STR HEMP 30 U F S,Public School,0,98.4,98,98,98,99,98,98.4,96,NA,98
12-31-2021,36047,Kings County,332000228908,BAIS ESTHER SCHOOL,NA,Private School,0,99.7,100,100,100,100,100,99.5,100,100,99
12-31-2021,36009,Cattaraugus County,41101040002,FRANKLINVILLE JSHS,FRANKLINVILLE CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36045,Jefferson County,220701040003,THOUSAND ISLANDS H S,THOUSAND ISLANDS CENTRAL SCHOOL,Public School,0,99.5,100,100,100,100,100,100,100,100,100
12-31-2023,36045,Jefferson County,220909040000,BELLEVILLE HENDERSON CENTRAL,BELLEVILLE HENDERSON CENTRAL,School District,0,99.8,100,100,100,100,100,99.2,100,100,99
12-31-2020,36111,Ulster County,620600806056,ABUNDANT LIFE ACADEMY,NA,Private School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2024,36113,Warren County,630918080000,GLENS FALLS COMMON SCHOOL,GLENS FALLS COMMON SCHOOL,School District,0,100,100,100,100,NA,100,100,NA,NA,100
12-31-2023,36061,New York County,310400999536,EAST HARLEM SCHOOL AT EXODUS HOUSE,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36083,Rensselaer County,490804020000,WYNANTSKILL UNION FREE SCHOOL,WYNANSKILL UNION FREE SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36067,Onondaga County,420101060009,WEST GENESEE S H S,WEST GENESEE CSD AT CAMILLUS,Public School,0,99.8,100,100,100,100,100,99.8,100,100,100
12-31-2021,36007,Broome County,30701060005,CHENANGO VALLEY MIDDLE SCHOOL,CHENANGO VALLEY CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2020,36029,Erie County,141800010000,LACKAWANNA CITY SCHOOLS,LACKAWANNA CITY SCHOOLS,School District,0,98.1,99,99,99,98,99,98.6,99,99,97
12-31-2023,36065,Oneida County,411800010011,CLOUGH PREK CENTER,ROME CITY SCHOOLS,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2020,36071,Orange County,441101040005,MINISINK VALLEY INTERMEDIATE SCHOOL,MINISINK VALLEY CENTRAL SCHOOL,Public School,0,99.4,100,100,100,99,99,99.6,NA,NA,99
12-31-2023,36103,Suffolk County,580211060017,NEW LANE MEMORIAL ELEM SCHOOL,MIDDLE COUNTRY CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,99.4,NA,NA,99
12-31-2021,36029,Erie County,141501060004,GRAND ISLAND HS,GRAND ISLAND CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36119,Westchester County,662300315793,ST MARK LUTHERAN SCHOOL,NA,Private School,2,88.9,98,98,98,98,98,98.1,100,100,98
12-31-2024,36009,Cattaraugus County,43001658559,MAPLE ROW SCHOOL,0.0,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2020,36001,Albany County,10615020001,MENANDS SCHOOL,MENANDS UNION FREE SCHOOL,Public School,0,99.4,99,99,99,99,100,99.4,100,100,99
12-31-2020,36029,Erie County,140600860861,BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL,NA,Private School,0,98.9,99,99,99,100,98,98.6,99,96,95
12-31-2024,36073,Orleans County,450101060005,ALBION MIDDLE SCHOOL,ALBION CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,99.45,100,100,99
12-31-2022,36081,Queens County,342700207577,YESHIVA OF FAR ROCKAWAY,NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36035,Fulton County,170901040002,NORTHVILLE ELEM SCHOOL,NORTHVILLE CENTRAL SCHOOL,Public School,0,100,99,99,100,99,99,98.6,NA,NA,98
12-31-2022,36059,Nassau County,280523030004,FAIRFIELD ELEM SCHOOL,MASSAPEQUA UNION FREE SCHOOL,Public School,0,100,100,100,100,99,100,99.6,NA,NA,99
12-31-2020,36119,Westchester County,662200998062,ELIZABETH SETON CHIDRENS SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36089,St. Lawrence County,512001060001,JEFFERSON ELEM SCHOOL,MASSENA CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,100,NA,100
12-31-2022,36007,Broome County,30101060003,CHENANGO FORKS ELEMENTARY SCHOOL,CHENANGO FORKS CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36119,Westchester County,662300010007,FOXFIRE SCHOOL,YONKERS CITY SCHOOLS,Public School,0,99.5,100,100,100,99,99,99.3,99,99,99
12-31-2022,36011,Cayuga County,51901040005,UNION SPRINGS MIDDLE SCHOOL AND HIGH SCHOOL,UNION SPRINGS CENTRAL SCHOOL,Public School,0,99.4,100,100,100,100,99,99.3,100,100,99
12-31-2021,36045,Jefferson County,220401040003,DEXTER ELEM SCHOOL,GENERAL BROWN CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36087,Rockland County,500401060010,MONTEBELLO ROAD SCHOOL,RAMAPO CENTRAL SCHOOLS,Public School,0,99.7,100,100,100,100,100,99.7,NA,NA,99
12-31-2021,36059,Nassau County,280518175603,MARIA REGINA SCHOOL,NA,Private School,0,100,100,100,100,100,100,100,98,100,99
12-31-2023,36087,Rockland County,500402229623,CONGREGATION BAIS MALKA,NA,Private School,0,91.5,93,93,93,93,93,93.7,90,83,78
12-31-2024,36047,Kings County,332000126020,ST BERNADETTE SCHOOL,0.0,Private School,0,99.7,100,100,100,100,100,99.7,NA,100,100
12-31-2024,36085,Richmond County,353100229000,RABBI JACOB JOSEPH-GIRLS,0.0,Private School,0,91.95,94,94,94,89,93,94.63000000000001,81,78,80
12-31-2022,36103,Suffolk County,580107030007,DEER PARK HIGH SCHOOL,DEER PARK UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,99.8,100,100,99
12-31-2024,36103,Suffolk County,580209020002,ROCKY POINT HIGH SCHOOL,ROCKY POINT UNION FREE SCHOOL,Public School,0,99.78,100,100,100,NA,100,99.89,100,100,100
12-31-2023,36059,Nassau County,280501997105,GREEN VALE SCHOOL (THE),NA,Private School,0,100,100,100,100,100,100,100,100,100,100
12-31-2022,36119,Westchester County,661100010014,ISAAC E YOUNG JHS,NEW ROCHELLE CITY SCHOOLS,Public School,0,100,100,100,100,100,100,99.7,99,100,98
12-31-2020,36103,Suffolk County,580509030001,BAYVIEW ELEM SCHOOL,WEST ISLIP UNION FREE SCHOOL,Public School,0,99.2,99,99,99,99,100,99.2,NA,NA,99
12-31-2020,36055,Monroe County,261401060001,ALLEN CREEK SCHOOL,PITTSFORD CENTRAL SCHOOL,Public School,0,99.4,100,100,100,99,99,99.1,NA,NA,99
12-31-2023,36069,Ontario County,430901060007,MARCUS WHITMAN VALLEY ES,GORHAM-MDLSEX CENT SCH,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2020,36055,Monroe County,261301060009,FAIRPORT X H S,FAIRPORT CENTRAL SCHOOL,Public School,0,99.9,100,100,100,100,100,99.9,100,100,100
12-31-2020,36029,Erie County,141401060000,LAKE SHORE CENTRAL SCHOOL,LAKE SHORE CENTRAL SCHOOL,School District,0,99.5,100,100,100,100,100,99.5,100,100,99
12-31-2023,36029,Erie County,140600010110,PS 206 SOUTH PARK HIGH SCHOOL,BUFFALO CITY SCHOOLS,Public School,0,99.6,100,100,100,100,100,99.9,100,100,99
12-31-2022,36059,Nassau County,280503060001,BAYVILLE INTERMEDIATE SCHOOL,LOCUST VALLEY CENTRAL SCHOOL,Public School,0,100,100,100,100,100,100,100,NA,NA,100
12-31-2021,36101,Steuben County,570201040000,AVOCA CENTRAL SCHOOL,AVOCA CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2021,36071,Orange County,440301996660,NEW YORK MILITARY ACADEMY,NA,Private School,0,98.5,98,98,98,98,98,98.5,100,82,74
12-31-2021,36029,Erie County,140600010080,PS 80 HIGHGATE HEIGHTS ELEMENTARY SCHOOL,BUFFALO CITY SCHOOLS,Public School,0,98,98,98,98,98,99,97.7,94,95,95
12-31-2024,36065,Oneida County,412902996150,WILLOW CREEK SCHOOL - HOLLAND PATENT,0.0,Private School,0,0,0,0,0,0,0,0,0,0,0
12-31-2023,36067,Onondaga County,420702030007,SOLVAY MIDDLE SCHOOL,SOLVAY UNION FREE SCHOOL,Public School,2,99.3,99,99,99,100,99,97.3,98,99,95
12-31-2022,36067,Onondaga County,420901060000,BALDWINSVILLE CENTRAL SCHOOL,BALDWINSVILLE CENTRAL SCHOOL,School District,0,99.5,100,100,100,100,100,99.9,100,100,100
12-31-2021,36085,Richmond County,353100226208,STATEN ISLAND HEBREW ACADEMY,NA,Private School,2,100,100,100,100,99,100,100,60,100,83
12-31-2022,36109,Tompkins County,610600010000,ITHACA CITY SCHOOLS,ITHACA CITY SCHOOLS-Attn: Judy Hoffman,School District,0,100,100,100,100,100,100,99.7,100,100,99
12-31-2022,36103,Suffolk County,580103030002,ROBERT MOSES MIDDLE SCHOOL,NORTH BABYLON UNION FREE SCHOOL,Public School,0,98.8,100,100,100,100,100,99.8,100,100,99
12-31-2022,36103,Suffolk County,580109020001,MARTIN LUTHER KING ELEMENTARY  SCHOOL,WYANDANCH UNION FREE SCHOOL,Public School,0,100,100,100,100,100,100,99.7,NA,NA,99
12-31-2021,36055,Monroe County,261600010012,SCHOOL 12 JAMES PB DUFFY SCHOOL,ROCHESTER CITY SCHOOLS,Public School,0,100,100,100,100,100,100,99.9,99,98,99
12-31-2021,36051,Livingston County,240901040000,MOUNT MORRIS CENTRAL SCHOOL,MOUNT MORRIS CENTRAL SCHOOL,School District,0,100,100,100,100,100,100,100,100,100,100
12-31-2023,36029,Erie County,141601060007,HAMBURG SHS,HAMBURG CENTRAL SCHOOL,Public School,0,99.7,100,100,100,100,100,99.8,99,100,99
