OBJECTID,County,Survey_Type,Vaccine,Metric,Value_Percent,Enrollment,Year
42243,ADAMS,Child Care/Preschool,Hib,Incomplete Record,1,7456,2025/2026
42244,ADAMS,Kindergarten,DTaP,Medical Exemption,0.2,5726,2025/2026
42245,ADAMS,Kindergarten,Varicella,Fully Immunized,90.5,5726,2025/2026
42246,ALAMOSA,Child Care/Preschool,MMR,No Record,1.1,452,2017/2018
42247,ALAMOSA,Kindergarten,Polio,Medical Exemption,0,196,2017/2018
42248,ALAMOSA,Child Care/Preschool,PCV,Fully Immunized,93.1,405,2018/2019
42249,ALAMOSA,Child Care/Preschool,Polio,Fully Immunized,87.2,405,2018/2019
42250,ALAMOSA,School,Varicella,Fully Immunized,90.7,2636,2018/2019
42251,ALAMOSA,Child Care/Preschool,Polio,Nonmedical Exemption,1.8,438,2019/2020
42252,ALAMOSA,School,DTaP,Fully Immunized,93.8,2582,2019/2020
42253,ALAMOSA,School,HepB,Nonmedical Exemption,0.5,2582,2019/2020
42254,ALAMOSA,Kindergarten,Varicella,No Record,1.2,165,2020/2021
42255,ALAMOSA,School,MMR,Incomplete Record,0,2358,2020/2021
42256,ALAMOSA,Kindergarten,Varicella,In Process,15.6,173,2021/2022
42257,ALAMOSA,School,DTaP,Medical Exemption,0,2439,2021/2022
42258,ALAMOSA,School,MMR,Medical Exemption,0,2439,2021/2022
42259,ALAMOSA,School,Polio,Medical Exemption,0,2439,2021/2022
42260,ALAMOSA,Kindergarten,Polio,No Record,3.3,151,2023/2024
42261,ALAMOSA,Child Care/Preschool,HepB,No Record,0,177,2024/2025
42262,ALAMOSA,Child Care/Preschool,Varicella,Nonmedical Exemption,0,177,2024/2025
42263,ALAMOSA,Kindergarten,MMR,Incomplete Record,0,135,2024/2025
42264,ALAMOSA,School,MMR,Incomplete Record,0,2035,2024/2025
42265,ALAMOSA,Child Care/Preschool,HepB,Fully Immunized,93.5,325,2025/2026
42266,ALAMOSA,Child Care/Preschool,Polio,Incomplete Record,1.2,325,2025/2026
42267,ALAMOSA,Kindergarten,Varicella,In Process,15.5,142,2025/2026
42268,ARAPAHOE,Child Care/Preschool,HepB,Medical Exemption,0,12955,2017/2018
42269,ARAPAHOE,School,,Summary Compliant,94.6,115951,2017/2018
42270,ARAPAHOE,School,DTaP,Medical Exemption,0.1,115951,2017/2018
42271,ARAPAHOE,School,HepB,In Process,0.3,115951,2017/2018
42272,ARAPAHOE,Child Care/Preschool,DTaP,Nonmedical Exemption,1.5,11547,2018/2019
42273,ARAPAHOE,Child Care/Preschool,Varicella,Fully Immunized,96.1,11547,2018/2019
42274,ARAPAHOE,Child Care/Preschool,DTaP,Incomplete Record,1.7,10375,2020/2021
42275,ARAPAHOE,Child Care/Preschool,MMR,No Record,1.4,10375,2020/2021
42276,ARAPAHOE,Child Care/Preschool,PCV,Fully Immunized,95.4,10375,2020/2021
42277,ARAPAHOE,Kindergarten,MMR,In Process,0.1,7013,2020/2021
42278,ARAPAHOE,Kindergarten,Varicella,Fully Immunized,92.3,7013,2020/2021
42279,ARAPAHOE,School,Polio,In Process,0.2,105728,2020/2021
42280,ARAPAHOE,Child Care/Preschool,Polio,No Record,1,12379,2021/2022
42281,ARAPAHOE,Child Care/Preschool,,Summary Compliant,95,11231,2022/2023
42282,ARAPAHOE,Kindergarten,Varicella,In Process,0.5,7990,2022/2023
42283,ARAPAHOE,School,Polio,No Record,1.9,111651,2022/2023
42284,ARAPAHOE,Child Care/Preschool,Hib,Incomplete Record,1.4,12592,2024/2025
42285,ARAPAHOE,Child Care/Preschool,MMR,Incomplete Record,0.8,12592,2024/2025
42286,ARAPAHOE,School,Polio,No Record,2.7,111526,2024/2025
42287,ARCHULETA,Child Care/Preschool,Polio,In Process,0,144,2017/2018
42288,ARCHULETA,Child Care/Preschool,HepB,Nonmedical Exemption,17,135,2018/2019
42289,ARCHULETA,School,DTaP,Fully Immunized,89.9,1591,2018/2019
42290,ARCHULETA,School,HepB,Medical Exemption,0,1591,2018/2019
42291,ARCHULETA,School,Tdap,In Process,0.1,896,2019/2020
42292,ARCHULETA,Child Care/Preschool,Hib,In Process,0,88,2020/2021
42293,ARCHULETA,Child Care/Preschool,PCV,In Process,0,88,2020/2021
42294,ARCHULETA,School,HepB,Fully Immunized,89.2,1765,2021/2022
42295,ARCHULETA,School,Varicella,Nonmedical Exemption,10,1765,2021/2022
42296,ARCHULETA,Child Care/Preschool,MMR,Incomplete Record,0,103,2022/2023
42297,ARCHULETA,Child Care/Preschool,PCV,In Process,0.6,160,2023/2024
42298,ARCHULETA,Kindergarten,DTaP,No Record,0,145,2023/2024
42299,ARCHULETA,Kindergarten,Polio,Medical Exemption,0,145,2023/2024
42300,ARCHULETA,School,Polio,Incomplete Record,0.3,1776,2023/2024
42301,ARCHULETA,Child Care/Preschool,DTaP,Nonmedical Exemption,9,199,2024/2025
42302,ARCHULETA,Child Care/Preschool,HepB,Fully Immunized,85.4,199,2024/2025
42303,ARCHULETA,Kindergarten,DTaP,Incomplete Record,0.9,108,2024/2025
42304,ARCHULETA,School,Tdap,Nonmedical Exemption,13.5,919,2025/2026
42305,BACA,Child Care/Preschool,Hib,Nonmedical Exemption,3.2,93,2017/2018
42306,BACA,Child Care/Preschool,MMR,In Process,0,93,2017/2018
42307,BACA,Child Care/Preschool,,Summary Compliant,90.7,75,2019/2020
42308,BACA,Child Care/Preschool,PCV,Medical Exemption,0,75,2019/2020
42309,BACA,Child Care/Preschool,Varicella,In Process,0,75,2019/2020
42310,BACA,Kindergarten,HepB,No Record,0,48,2019/2020
42311,BACA,Kindergarten,Varicella,Incomplete Record,0,48,2019/2020
42312,BACA,School,Tdap,In Process,5.9,303,2019/2020
42313,BACA,Kindergarten,HepB,In Process,0,41,2020/2021
42314,BACA,School,DTaP,Nonmedical Exemption,2.5,565,2020/2021
42315,BACA,Child Care/Preschool,Hib,No Record,0,79,2021/2022
42316,BACA,Child Care/Preschool,MMR,Nonmedical Exemption,3.8,79,2021/2022
42317,BACA,Child Care/Preschool,PCV,Medical Exemption,0,38,2023/2024
42318,BACA,Kindergarten,MMR,Incomplete Record,4.8,21,2023/2024
42319,BACA,School,Tdap,Fully Immunized,94.6,166,2023/2024
42320,BACA,School,Varicella,In Process,0,292,2023/2024
42321,BACA,Child Care/Preschool,PCV,Fully Immunized,93.5,62,2024/2025
42322,BACA,Child Care/Preschool,DTaP,No Record,0,54,2025/2026
42323,BACA,Kindergarten,HepB,No Record,0,48,2025/2026
42324,BENT,Kindergarten,HepB,Fully Immunized,100,32,2017/2018
42325,BENT,School,Varicella,Fully Immunized,98.3,473,2017/2018
42326,BENT,Child Care/Preschool,,Summary Compliant,100,95,2018/2019
42327,BENT,Child Care/Preschool,Varicella,Incomplete Record,0,95,2018/2019
42328,BENT,Kindergarten,,Summary Compliant,100,50,2018/2019
42329,BENT,Kindergarten,MMR,No Record,0,50,2018/2019
42330,BENT,Child Care/Preschool,HepB,Fully Immunized,97.4,38,2020/2021
42331,BENT,Child Care/Preschool,Varicella,No Record,0,38,2020/2021
42332,BENT,Kindergarten,DTaP,Fully Immunized,85.7,7,2020/2021
42333,BENT,Kindergarten,MMR,Medical Exemption,0,7,2020/2021
42334,BENT,Child Care/Preschool,MMR,Medical Exemption,0,43,2021/2022
42335,BENT,Kindergarten,MMR,No Record,0,10,2021/2022
42336,BENT,School,MMR,Fully Immunized,97.7,219,2021/2022
42337,BENT,Child Care/Preschool,MMR,Nonmedical Exemption,6.8,44,2022/2023
42338,BENT,Child Care/Preschool,Varicella,Medical Exemption,0,44,2022/2023
42339,BENT,School,HepB,In Process,0,673,2022/2023
42340,BENT,Child Care/Preschool,DTaP,In Process,0,47,2023/2024
42341,BENT,Child Care/Preschool,PCV,Incomplete Record,0,47,2023/2024
42342,BENT,Child Care/Preschool,Varicella,Fully Immunized,93.6,47,2023/2024
42343,BENT,Kindergarten,,Summary Compliant,100,49,2023/2024
42344,BENT,School,Polio,No Record,0,676,2023/2024
42345,BENT,School,Varicella,Nonmedical Exemption,1.5,676,2023/2024
42346,BENT,Kindergarten,DTaP,Medical Exemption,0,46,2024/2025
42347,BENT,Kindergarten,MMR,Incomplete Record,0,46,2024/2025
42348,BENT,Kindergarten,MMR,Medical Exemption,0,42,2025/2026
42349,BENT,School,Varicella,Fully Immunized,98.1,619,2025/2026
42350,BOULDER,Kindergarten,MMR,No Record,0.9,4479,2017/2018
42351,BOULDER,Kindergarten,Polio,In Process,0.4,4479,2017/2018
42352,BOULDER,Child Care/Preschool,HepB,In Process,1.5,6259,2018/2019
42353,BOULDER,School,Polio,Incomplete Record,2.7,47180,2018/2019
42354,BOULDER,Child Care/Preschool,Varicella,Incomplete Record,0.8,7004,2019/2020
42355,BOULDER,Kindergarten,HepB,Fully Immunized,91.6,4249,2019/2020
42356,BOULDER,Kindergarten,MMR,Medical Exemption,0.2,4249,2019/2020
42357,BOULDER,School,HepB,Nonmedical Exemption,5.1,61783,2019/2020
42358,BOULDER,School,Tdap,In Process,0.2,34810,2020/2021
42359,BOULDER,School,Polio,No Record,0.1,58490,2021/2022
42360,BOULDER,Kindergarten,DTaP,No Record,0.6,3953,2022/2023
42361,BOULDER,School,Polio,Nonmedical Exemption,3.4,58607,2024/2025
42362,BOULDER,Child Care/Preschool,MMR,Nonmedical Exemption,2.7,5903,2025/2026
42363,BOULDER,Kindergarten,Polio,Incomplete Record,2.2,3848,2025/2026
42364,BOULDER,School,HepB,In Process,0.1,57925,2025/2026
42365,BOULDER,School,Polio,Fully Immunized,94.7,57925,2025/2026
42366,BROOMFIELD,Child Care/Preschool,Varicella,No Record,0.5,2051,2017/2018
42367,BROOMFIELD,Kindergarten,Polio,Incomplete Record,1.1,185,2017/2018
42368,BROOMFIELD,Child Care/Preschool,MMR,No Record,0.1,1503,2018/2019
42369,BROOMFIELD,Kindergarten,DTaP,No Record,1.1,785,2018/2019
42370,BROOMFIELD,Kindergarten,DTaP,Nonmedical Exemption,4.2,785,2018/2019
42371,BROOMFIELD,Kindergarten,MMR,Fully Immunized,87.9,785,2018/2019
42372,BROOMFIELD,Kindergarten,Polio,Incomplete Record,7.5,785,2018/2019
42373,BROOMFIELD,School,HepB,Nonmedical Exemption,3.3,13053,2018/2019
42374,BROOMFIELD,Child Care/Preschool,HepB,Nonmedical Exemption,2.7,1660,2019/2020
42375,BROOMFIELD,Child Care/Preschool,PCV,Medical Exemption,0,1660,2019/2020
42376,BROOMFIELD,Kindergarten,MMR,Medical Exemption,0,212,2019/2020
42377,BROOMFIELD,Kindergarten,HepB,Nonmedical Exemption,1.5,199,2021/2022
42378,BROOMFIELD,Child Care/Preschool,DTaP,Incomplete Record,0.6,1828,2022/2023
42379,BROOMFIELD,Kindergarten,DTaP,Fully Immunized,94.9,197,2022/2023
42380,BROOMFIELD,School,DTaP,In Process,0.1,2248,2022/2023
42381,BROOMFIELD,Kindergarten,DTaP,No Record,1,194,2023/2024
42382,BROOMFIELD,Child Care/Preschool,DTaP,Medical Exemption,0.1,1402,2024/2025
42383,BROOMFIELD,Child Care/Preschool,PCV,Fully Immunized,91.5,1402,2024/2025
42384,BROOMFIELD,Child Care/Preschool,MMR,Nonmedical Exemption,2.3,1617,2025/2026
42385,BROOMFIELD,Kindergarten,MMR,Medical Exemption,0.6,171,2025/2026
42386,BROOMFIELD,Kindergarten,Varicella,In Process,0,171,2025/2026
42387,CHAFFEE,Kindergarten,Polio,Incomplete Record,21,167,2017/2018
42388,CHAFFEE,Kindergarten,HepB,Medical Exemption,0,157,2018/2019
42389,CHAFFEE,School,DTaP,In Process,0.1,1481,2018/2019
42390,CHAFFEE,Child Care/Preschool,Hib,In Process,1.5,390,2019/2020
42391,CHAFFEE,Child Care/Preschool,PCV,No Record,1.3,390,2019/2020
42392,CHAFFEE,Kindergarten,Polio,No Record,2.2,181,2019/2020
42393,CHAFFEE,Kindergarten,HepB,Nonmedical Exemption,11.1,90,2021/2022
42394,CHAFFEE,Kindergarten,HepB,Medical Exemption,0.5,191,2022/2023
42395,CHAFFEE,Kindergarten,Polio,Medical Exemption,0.5,191,2022/2023
42396,CHAFFEE,School,HepB,Nonmedical Exemption,7,2429,2022/2023
42397,CHAFFEE,School,Polio,Incomplete Record,1.8,2429,2022/2023
42398,CHAFFEE,Kindergarten,Varicella,No Record,1,96,2023/2024
42399,CHAFFEE,School,Tdap,Nonmedical Exemption,3.7,593,2023/2024
42400,CHAFFEE,School,HepB,Fully Immunized,88.4,1995,2024/2025
42401,CHAFFEE,School,Polio,Medical Exemption,0.2,1995,2024/2025
42402,CHAFFEE,Child Care/Preschool,Varicella,Medical Exemption,0,254,2025/2026
42403,CHAFFEE,Kindergarten,DTaP,No Record,0,152,2025/2026
42404,CHEYENNE,Kindergarten,HepB,In Process,0,31,2017/2018
42405,CHEYENNE,Kindergarten,Varicella,Nonmedical Exemption,9.7,31,2017/2018
42406,CHEYENNE,School,Tdap,Incomplete Record,0,137,2017/2018
42407,CHEYENNE,Kindergarten,MMR,Incomplete Record,0,26,2018/2019
42408,CHEYENNE,School,MMR,Fully Immunized,96.8,278,2019/2020
42409,CHEYENNE,School,Polio,Nonmedical Exemption,2.9,278,2019/2020
42410,CHEYENNE,Child Care/Preschool,Polio,Fully Immunized,93.3,15,2020/2021
42411,CHEYENNE,School,MMR,Medical Exemption,0,256,2020/2021
42412,CHEYENNE,Child Care/Preschool,Varicella,Incomplete Record,0,19,2021/2022
42413,CHEYENNE,Kindergarten,HepB,In Process,0,16,2021/2022
42414,CHEYENNE,School,Tdap,Fully Immunized,90.7,140,2021/2022
42415,CHEYENNE,Kindergarten,Polio,Medical Exemption,0,13,2023/2024
42416,CHEYENNE,Child Care/Preschool,Hib,Incomplete Record,0,11,2024/2025
42417,CHEYENNE,School,Polio,In Process,0,254,2024/2025
42418,CHEYENNE,Child Care/Preschool,HepB,Medical Exemption,0,14,2025/2026
42419,CHEYENNE,School,DTaP,Fully Immunized,88.3,257,2025/2026
42420,CHEYENNE,School,Varicella,Nonmedical Exemption,7,257,2025/2026
42421,CLEAR CREEK,Kindergarten,MMR,Medical Exemption,0,55,2017/2018
42422,CLEAR CREEK,Kindergarten,Varicella,In Process,0,55,2017/2018
42423,CLEAR CREEK,Kindergarten,Varicella,Medical Exemption,0,55,2017/2018
42424,CLEAR CREEK,School,Tdap,Incomplete Record,0,650,2017/2018
42425,CLEAR CREEK,Kindergarten,Polio,Medical Exemption,0,55,2018/2019
42426,CLEAR CREEK,School,DTaP,Incomplete Record,1.3,695,2018/2019
42427,CLEAR CREEK,Child Care/Preschool,HepB,Nonmedical Exemption,3.3,60,2019/2020
42428,CLEAR CREEK,Child Care/Preschool,MMR,Medical Exemption,1.7,60,2019/2020
42429,CLEAR CREEK,Child Care/Preschool,Varicella,No Record,3.3,60,2019/2020
42430,CLEAR CREEK,Child Care/Preschool,DTaP,In Process,2.3,87,2020/2021
42431,CLEAR CREEK,Kindergarten,Varicella,In Process,0,38,2020/2021
42432,CLEAR CREEK,School,Tdap,Nonmedical Exemption,2.9,381,2020/2021
42433,CLEAR CREEK,Kindergarten,DTaP,In Process,5.7,53,2021/2022
42434,CLEAR CREEK,School,Tdap,Medical Exemption,0.3,377,2021/2022
42435,CLEAR CREEK,Child Care/Preschool,Polio,In Process,3.8,52,2023/2024
42436,CLEAR CREEK,Child Care/Preschool,Polio,Medical Exemption,0,52,2023/2024
42437,CLEAR CREEK,Kindergarten,HepB,Nonmedical Exemption,4.3,47,2023/2024
42438,CLEAR CREEK,School,HepB,Incomplete Record,0.2,591,2023/2024
42439,CLEAR CREEK,Child Care/Preschool,Hib,Nonmedical Exemption,8,75,2024/2025
42440,CLEAR CREEK,School,Polio,Medical Exemption,3.5,603,2024/2025
42441,CLEAR CREEK,School,Varicella,In Process,1,603,2024/2025
42442,CLEAR CREEK,School,Varicella,Nonmedical Exemption,4.5,559,2025/2026
42443,CONEJOS,Child Care/Preschool,PCV,Fully Immunized,94.5,146,2017/2018
42444,CONEJOS,Child Care/Preschool,PCV,Incomplete Record,4.1,146,2017/2018
42445,CONEJOS,Child Care/Preschool,PCV,No Record,0,146,2017/2018
42446,CONEJOS,School,Varicella,Nonmedical Exemption,2.8,1335,2017/2018
42447,CONEJOS,Kindergarten,Polio,In Process,0,118,2018/2019
42448,CONEJOS,Kindergarten,Varicella,Fully Immunized,89,118,2018/2019
42449,CONEJOS,School,HepB,Nonmedical Exemption,2.3,1370,2018/2019
42450,CONEJOS,Child Care/Preschool,MMR,No Record,0.6,165,2019/2020
42451,CONEJOS,Child Care/Preschool,Polio,Incomplete Record,0.6,165,2019/2020
42452,CONEJOS,Kindergarten,MMR,Nonmedical Exemption,1,101,2020/2021
42453,CONEJOS,School,Varicella,In Process,0.3,1305,2020/2021
42454,CONEJOS,Child Care/Preschool,Polio,Incomplete Record,2.3,87,2021/2022
42455,CONEJOS,Child Care/Preschool,Polio,Medical Exemption,0,89,2022/2023
42456,CONEJOS,Kindergarten,DTaP,No Record,0,98,2022/2023
42457,CONEJOS,School,MMR,In Process,0.3,1487,2023/2024
42458,CONEJOS,Kindergarten,DTaP,Medical Exemption,0,85,2024/2025
42459,CONEJOS,Kindergarten,Polio,Medical Exemption,0,85,2024/2025
42460,CONEJOS,School,DTaP,Incomplete Record,1.5,1453,2024/2025
42461,CONEJOS,School,HepB,Medical Exemption,0,1453,2024/2025
42462,CONEJOS,School,MMR,In Process,0.5,1453,2024/2025
42463,CONEJOS,School,Varicella,Nonmedical Exemption,2.2,1453,2024/2025
42464,CONEJOS,Kindergarten,Polio,Nonmedical Exemption,4,75,2025/2026
42465,CONEJOS,School,Polio,Nonmedical Exemption,2.4,1383,2025/2026
42466,COSTILLA,Child Care/Preschool,DTaP,No Record,3.2,31,2017/2018
42467,COSTILLA,Kindergarten,Varicella,In Process,0,34,2017/2018
42468,COSTILLA,School,DTaP,Medical Exemption,0.2,448,2017/2018
42469,COSTILLA,School,Tdap,Nonmedical Exemption,1.6,370,2017/2018
42470,COSTILLA,Child Care/Preschool,Hib,No Record,5.4,56,2018/2019
42471,COSTILLA,School,Polio,No Record,0.2,474,2018/2019
42472,COSTILLA,School,Tdap,Nonmedical Exemption,0,244,2019/2020
42473,COSTILLA,Child Care/Preschool,HepB,Nonmedical Exemption,0,47,2020/2021
42474,COSTILLA,Child Care/Preschool,Polio,Nonmedical Exemption,0,47,2020/2021
42475,COSTILLA,School,DTaP,No Record,4.8,187,2020/2021
42476,COSTILLA,School,HepB,No Record,4.8,187,2020/2021
42477,COSTILLA,Child Care/Preschool,DTaP,Fully Immunized,89.8,59,2021/2022
42478,COSTILLA,Child Care/Preschool,Hib,Nonmedical Exemption,0,69,2022/2023
42479,COSTILLA,Child Care/Preschool,MMR,Fully Immunized,100,69,2022/2023
42480,COSTILLA,School,Varicella,No Record,0,429,2022/2023
42481,COSTILLA,Child Care/Preschool,Hib,In Process,4.9,61,2023/2024
42482,COSTILLA,Kindergarten,DTaP,In Process,2.5,40,2023/2024
42483,COSTILLA,School,MMR,In Process,0.9,452,2023/2024
42484,COSTILLA,Child Care/Preschool,Hib,In Process,0,68,2024/2025
42485,COSTILLA,Child Care/Preschool,Varicella,Incomplete Record,1.5,68,2024/2025
42486,COSTILLA,Kindergarten,,Summary Compliant,100,29,2025/2026
42487,COSTILLA,Kindergarten,Varicella,In Process,0,29,2025/2026
42488,CROWLEY,Kindergarten,Polio,Medical Exemption,0,35,2018/2019
42489,CROWLEY,Kindergarten,DTaP,Medical Exemption,0,26,2019/2020
42490,CROWLEY,Kindergarten,Polio,Fully Immunized,100,26,2019/2020
42491,CROWLEY,Kindergarten,Varicella,In Process,0,26,2019/2020
42492,CROWLEY,Child Care/Preschool,Hib,Fully Immunized,92.3,39,2020/2021
42493,CROWLEY,Child Care/Preschool,Varicella,Fully Immunized,92.3,39,2020/2021
42494,CROWLEY,School,MMR,Fully Immunized,96.9,393,2020/2021
42495,CROWLEY,School,Varicella,Medical Exemption,0,393,2020/2021
42496,CROWLEY,Child Care/Preschool,Varicella,Nonmedical Exemption,7.7,39,2021/2022
42497,CROWLEY,School,Varicella,Medical Exemption,0.3,393,2021/2022
42498,CROWLEY,Kindergarten,DTaP,In Process,0,25,2022/2023
42499,CROWLEY,Kindergarten,Varicella,No Record,0,25,2022/2023
42500,CROWLEY,Child Care/Preschool,PCV,Nonmedical Exemption,3.2,31,2023/2024
42501,CROWLEY,Kindergarten,HepB,Fully Immunized,95.2,21,2023/2024
42502,CROWLEY,Kindergarten,HepB,In Process,0,21,2023/2024
42503,CROWLEY,Kindergarten,Polio,Fully Immunized,95.2,21,2023/2024
42504,CROWLEY,School,Tdap,Medical Exemption,0,186,2023/2024
42505,CROWLEY,Kindergarten,MMR,No Record,0,17,2024/2025
42506,CROWLEY,Child Care/Preschool,MMR,Incomplete Record,0,42,2025/2026
42507,CROWLEY,Kindergarten,DTaP,Medical Exemption,0,15,2025/2026
42508,CROWLEY,School,Polio,Incomplete Record,0,308,2025/2026
42509,CUSTER,Child Care/Preschool,DTaP,Nonmedical Exemption,0,25,2017/2018
42510,CUSTER,Child Care/Preschool,Polio,In Process,0,25,2017/2018
42511,CUSTER,Child Care/Preschool,DTaP,Medical Exemption,0,31,2018/2019
42512,CUSTER,School,DTaP,In Process,0.6,357,2018/2019
42513,CUSTER,Child Care/Preschool,DTaP,In Process,0,21,2019/2020
42514,CUSTER,Child Care/Preschool,DTaP,Medical Exemption,0,21,2019/2020
42515,CUSTER,Child Care/Preschool,MMR,Medical Exemption,0,21,2019/2020
42516,CUSTER,Child Care/Preschool,HepB,Medical Exemption,0,28,2020/2021
42517,CUSTER,Kindergarten,,Summary Compliant,68.2,22,2021/2022
42518,CUSTER,School,Tdap,Medical Exemption,0,186,2021/2022
42519,CUSTER,Child Care/Preschool,Hib,Nonmedical Exemption,3.4,29,2022/2023
42520,CUSTER,Child Care/Preschool,Varicella,Nonmedical Exemption,3.4,29,2022/2023
42521,CUSTER,Child Care/Preschool,,Summary Compliant,88.5,26,2023/2024
42522,CUSTER,Child Care/Preschool,MMR,Incomplete Record,0,26,2023/2024
42523,CUSTER,Kindergarten,Polio,Incomplete Record,7.7,78,2025/2026
42524,CUSTER,School,MMR,No Record,0,813,2025/2026
42525,CUSTER,School,Polio,Incomplete Record,10,813,2025/2026
42526,DELTA,School,HepB,Nonmedical Exemption,7.1,4727,2017/2018
42527,DELTA,School,Tdap,Incomplete Record,5,2572,2017/2018
42528,DELTA,Kindergarten,Polio,Incomplete Record,0.6,347,2018/2019
42529,DELTA,Kindergarten,Varicella,No Record,0.3,347,2018/2019
42530,DELTA,School,DTaP,No Record,0.1,4691,2018/2019
42531,DELTA,School,HepB,No Record,0.1,4711,2019/2020
42532,DELTA,Kindergarten,MMR,Nonmedical Exemption,14.4,278,2020/2021
42533,DELTA,Kindergarten,Varicella,Fully Immunized,84.5,278,2020/2021
42534,DELTA,Child Care/Preschool,Polio,No Record,0.2,405,2022/2023
42535,DELTA,Kindergarten,DTaP,Fully Immunized,80.7,379,2023/2024
42536,DELTA,School,Tdap,Nonmedical Exemption,15,2427,2023/2024
42537,DELTA,School,DTaP,Nonmedical Exemption,10.8,4164,2024/2025
42538,DELTA,School,Polio,Fully Immunized,86,4164,2024/2025
42539,DELTA,Child Care/Preschool,MMR,Incomplete Record,0.5,384,2025/2026
42540,DELTA,Kindergarten,Varicella,In Process,0,274,2025/2026
42541,DELTA,School,Tdap,No Record,0,2255,2025/2026
42542,DELTA,School,Varicella,Nonmedical Exemption,14.6,4026,2025/2026
42543,DENVER,Kindergarten,DTaP,Medical Exemption,0.1,7831,2017/2018
42544,DENVER,Child Care/Preschool,PCV,In Process,0.5,12416,2018/2019
42545,DENVER,Kindergarten,DTaP,Medical Exemption,0.1,8035,2019/2020
42546,DENVER,Child Care/Preschool,HepB,Medical Exemption,0.1,11055,2020/2021
42547,DENVER,Child Care/Preschool,MMR,In Process,1.5,11055,2020/2021
42548,DENVER,Kindergarten,HepB,Fully Immunized,94.2,7322,2020/2021
42549,DENVER,Child Care/Preschool,DTaP,No Record,0.2,12266,2021/2022
42550,DENVER,Kindergarten,Varicella,Medical Exemption,0,7178,2021/2022
42551,DENVER,Child Care/Preschool,DTaP,In Process,0.3,11050,2023/2024
42552,DENVER,Kindergarten,HepB,Incomplete Record,2.8,7361,2023/2024
42553,DENVER,School,Varicella,Incomplete Record,4.1,88798,2023/2024
42554,DENVER,Child Care/Preschool,MMR,Medical Exemption,0.1,12974,2024/2025
42555,DENVER,Child Care/Preschool,Polio,Incomplete Record,1.5,12974,2024/2025
42556,DENVER,Kindergarten,HepB,Fully Immunized,89.9,7269,2024/2025
42557,DENVER,School,DTaP,Medical Exemption,0.1,92597,2024/2025
42558,DENVER,Kindergarten,Polio,Fully Immunized,83,7278,2025/2026
42559,DENVER,School,MMR,In Process,0.1,89831,2025/2026
42560,DENVER,School,Tdap,In Process,0.1,47452,2025/2026
42561,DENVER,School,Varicella,Nonmedical Exemption,0.8,89831,2025/2026
42562,DOLORES,Child Care/Preschool,Varicella,In Process,0,44,2017/2018
42563,DOLORES,School,Varicella,Fully Immunized,97.3,440,2017/2018
42564,DOLORES,Kindergarten,DTaP,Nonmedical Exemption,4.8,21,2018/2019
42565,DOLORES,Child Care/Preschool,HepB,Fully Immunized,87.8,41,2019/2020
42566,DOLORES,Kindergarten,DTaP,In Process,0,15,2019/2020
42567,DOLORES,Kindergarten,HepB,In Process,0,15,2019/2020
42568,DOLORES,School,Varicella,In Process,0,218,2019/2020
42569,DOLORES,School,Varicella,No Record,0,221,2020/2021
42570,DOLORES,Kindergarten,DTaP,No Record,0,18,2021/2022
42571,DOLORES,School,Polio,Medical Exemption,0,240,2021/2022
42572,DOLORES,Child Care/Preschool,MMR,Incomplete Record,0,35,2022/2023
42573,DOLORES,Kindergarten,Polio,No Record,15.4,13,2022/2023
42574,DOLORES,School,HepB,Nonmedical Exemption,0.4,246,2022/2023
42575,DOLORES,Child Care/Preschool,,Summary Compliant,94.6,37,2025/2026
42576,DOLORES,Child Care/Preschool,MMR,Incomplete Record,0,37,2025/2026
42577,DOUGLAS,Child Care/Preschool,HepB,Fully Immunized,93.9,8714,2017/2018
42578,DOUGLAS,Child Care/Preschool,HepB,Incomplete Record,1.6,8586,2018/2019
42579,DOUGLAS,Kindergarten,Polio,Incomplete Record,8.9,4979,2018/2019
42580,DOUGLAS,Child Care/Preschool,PCV,No Record,0.3,10190,2019/2020
42581,DOUGLAS,Kindergarten,HepB,Medical Exemption,0.2,5187,2019/2020
42582,DOUGLAS,School,DTaP,Fully Immunized,95.8,81755,2020/2021
42583,DOUGLAS,Kindergarten,Varicella,Fully Immunized,90.5,4919,2021/2022
42584,DOUGLAS,Child Care/Preschool,Polio,Incomplete Record,1.1,8421,2022/2023
42585,DOUGLAS,Kindergarten,Polio,No Record,0.1,4726,2022/2023
42586,DOUGLAS,Kindergarten,Varicella,Fully Immunized,89.6,4726,2022/2023
42587,DOUGLAS,Child Care/Preschool,MMR,Medical Exemption,0.1,7673,2023/2024
42588,DOUGLAS,Child Care/Preschool,DTaP,Incomplete Record,1.8,7736,2024/2025
42589,DOUGLAS,Child Care/Preschool,Varicella,In Process,1.8,7736,2024/2025
42590,DOUGLAS,Kindergarten,HepB,In Process,0,4757,2024/2025
42591,DOUGLAS,School,DTaP,Nonmedical Exemption,3.5,70684,2024/2025
42592,DOUGLAS,Child Care/Preschool,Hib,Incomplete Record,1.2,8057,2025/2026
42593,DOUGLAS,Kindergarten,HepB,Nonmedical Exemption,5.2,4648,2025/2026
42594,DOUGLAS,Kindergarten,Polio,In Process,0.1,4648,2025/2026
42595,EAGLE,Child Care/Preschool,HepB,No Record,1.3,1250,2017/2018
