time,geography,geography_name,school_name,n_total_audited,n_hep_a,n_hep_b,n_dtap,n_tdap,n_polio,n_mmr_k,n_varicella,n_men_6th,n_medical_exempt,n_religious_exempt
12-31-2023,46091,Marshall County,Langford Area Elementary,12.00,10.00,11.00,11.00,0.00,11.00,11.00,11.00,0.00,1.00,1.00
12-31-2024,46091,Marshall County,Langford Area Elementary,17.00,13.00,17.00,17.00,0.00,17.00,17.00,16.00,0.00,0.00,0.00
12-31-2018,46091,Marshall County,Langford Area Middle School,11.00,4.00,11.00,0.00,9.00,0.00,0.00,0.00,9.00,0.00,0.00
12-31-2019,46091,Marshall County,Langford Area Middle School,11.00,5.00,10.00,0.00,9.00,0.00,0.00,0.00,9.00,0.00,2.00
12-31-2020,46091,Marshall County,Langford Area Middle School,14.00,10.00,14.00,0.00,14.00,0.00,0.00,0.00,14.00,0.00,0.00
12-31-2021,46091,Marshall County,Langford Area Middle School,13.00,10.00,13.00,0.00,13.00,0.00,0.00,0.00,13.00,0.00,0.00
12-31-2022,46091,Marshall County,Langford Area Middle School,16.00,13.00,15.00,0.00,15.00,0.00,0.00,0.00,14.00,0.00,2.00
12-31-2023,46091,Marshall County,Langford Area Middle School,15.00,10.00,15.00,0.00,15.00,0.00,0.00,0.00,15.00,0.00,0.00
12-31-2024,46091,Marshall County,Langford Area Middle School,11.00,9.00,9.00,0.00,10.00,0.00,0.00,0.00,10.00,0.00,1.00
12-31-2018,46091,Marshall County,Newport Colony Elementary,4.00,0.00,4.00,3.00,1.00,3.00,3.00,3.00,1.00,0.00,0.00
12-31-2019,46091,Marshall County,Newport Colony Elementary,8.00,0.00,8.00,3.00,5.00,3.00,3.00,3.00,5.00,0.00,0.00
12-31-2020,46091,Marshall County,Newport Colony Elementary,9.00,0.00,9.00,4.00,5.00,4.00,4.00,4.00,5.00,0.00,0.00
12-31-2021,46091,Marshall County,Newport Colony Elementary,8.00,0.00,8.00,6.00,1.00,6.00,6.00,6.00,1.00,0.00,1.00
12-31-2022,46091,Marshall County,Newport Colony Elementary,14.00,0.00,14.00,6.00,6.00,6.00,6.00,6.00,6.00,0.00,2.00
12-31-2023,46091,Marshall County,Newport Colony Elementary,9.00,0.00,9.00,5.00,3.00,5.00,5.00,5.00,3.00,0.00,1.00
12-31-2024,46091,Marshall County,Newport Colony Elementary,8.00,0.00,7.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,1.00
12-31-2018,46091,Marshall County,Sunset Colony Elementary,4.00,0.00,4.00,1.00,3.00,1.00,1.00,1.00,3.00,0.00,0.00
12-31-2019,46091,Marshall County,Sunset Colony Elementary,7.00,3.00,6.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,1.00
12-31-2020,46091,Marshall County,Sunset Colony Elementary,7.00,0.00,6.00,2.00,2.00,2.00,3.00,2.00,2.00,0.00,4.00
12-31-2021,46091,Marshall County,Sunset Colony Elementary,6.00,2.00,4.00,1.00,2.00,1.00,1.00,1.00,2.00,0.00,3.00
12-31-2022,46091,Marshall County,Sunset Colony Elementary,3.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00
12-31-2023,46091,Marshall County,Sunset Colony Elementary,6.00,0.00,4.00,2.00,1.00,2.00,1.00,1.00,1.00,0.00,4.00
12-31-2024,46091,Marshall County,Sunset Colony Elementary,7.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
12-31-2018,46091,Marshall County,Westwood Rural Elementary,7.00,0.00,6.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,1.00
12-31-2019,46091,Marshall County,Westwood Rural Elementary,4.00,0.00,3.00,2.00,1.00,2.00,2.00,2.00,1.00,0.00,1.00
12-31-2020,46091,Marshall County,Westwood Rural Elementary,3.00,0.00,3.00,1.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00
12-31-2021,46091,Marshall County,Westwood Rural Elementary,7.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00
12-31-2022,46091,Marshall County,Westwood Rural Elementary,8.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
12-31-2023,46091,Marshall County,Westwood Rural Elementary,3.00,0.00,2.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,3.00
12-31-2024,46091,Marshall County,Westwood Rural Elementary,14.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00
12-31-2018,46093,Meade County,Atall Elementary,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2019,46093,Meade County,Atall Elementary,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
12-31-2020,46093,Meade County,Atall Elementary,3.00,2.00,3.00,1.00,2.00,1.00,1.00,0.00,2.00,0.00,0.00
12-31-2021,46093,Meade County,Atall Elementary,2.00,2.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,0.00
12-31-2022,46093,Meade County,Atall Elementary,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2023,46093,Meade County,Atall Elementary,3.00,3.00,3.00,1.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00
12-31-2024,46093,Meade County,Atall Elementary,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2018,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46093,Meade County,Central Meade (Enning-Union Center),6.00,6.00,6.00,0.00,6.00,0.00,0.00,0.00,6.00,0.00,0.00
12-31-2022,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46093,Meade County,Central Meade (Enning-Union Center),NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46093,Meade County,Central Meade County School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46093,Meade County,Central Meade County School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46093,Meade County,Central Meade County School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46093,Meade County,Central Meade County School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46093,Meade County,Central Meade County School,7.00,5.00,7.00,0.00,5.00,0.00,0.00,0.00,5.00,0.00,0.00
12-31-2023,46093,Meade County,Central Meade County School,9.00,9.00,8.00,0.00,9.00,0.00,0.00,0.00,9.00,0.00,0.00
12-31-2024,46093,Meade County,Central Meade County School,7.00,6.00,7.00,0.00,6.00,0.00,0.00,0.00,6.00,0.00,0.00
12-31-2018,46093,Meade County,Central Meade School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2019,46093,Meade County,Central Meade School,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46093,Meade County,Central Meade School,6.00,5.00,6.00,6.00,0.00,6.00,6.00,6.00,0.00,0.00,0.00
12-31-2021,46093,Meade County,Central Meade School,5.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,2.00
12-31-2022,46093,Meade County,Central Meade School,3.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00
12-31-2023,46093,Meade County,Central Meade School,7.00,6.00,6.00,6.00,0.00,6.00,6.00,6.00,0.00,0.00,1.00
12-31-2024,46093,Meade County,Central Meade School,4.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,1.00
12-31-2018,46093,Meade County,Elm Springs Elementary,2.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00
12-31-2019,46093,Meade County,Elm Springs Elementary,3.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,1.00
12-31-2020,46093,Meade County,Elm Springs Elementary,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
12-31-2021,46093,Meade County,Elm Springs Elementary,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
12-31-2022,46093,Meade County,Elm Springs Elementary,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2023,46093,Meade County,Elm Springs Elementary,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
12-31-2024,46093,Meade County,Elm Springs Elementary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46093,Meade County,Enning-Union Center Elementary,12.00,10.00,11.00,7.00,4.00,7.00,7.00,7.00,4.00,0.00,0.00
12-31-2019,46093,Meade County,Enning-Union Center Elementary,10.00,8.00,6.00,4.00,4.00,4.00,4.00,4.00,4.00,0.00,2.00
12-31-2020,46093,Meade County,Enning-Union Center Elementary,4.00,3.00,4.00,0.00,4.00,0.00,0.00,0.00,4.00,0.00,0.00
12-31-2021,46093,Meade County,Enning-Union Center Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2022,46093,Meade County,Enning-Union Center Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46093,Meade County,Enning-Union Center Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46093,Meade County,Enning-Union Center Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46093,Meade County,Estelline Middle School,48.00,27.00,48.00,23.00,25.00,23.00,23.00,23.00,25.00,0.00,0.00
12-31-2019,46093,Meade County,Estelline Middle School,44.00,28.00,44.00,23.00,15.00,23.00,23.00,23.00,15.00,0.00,0.00
12-31-2020,46093,Meade County,Estelline Middle School,37.00,27.00,36.00,22.00,14.00,22.00,21.00,21.00,14.00,0.00,0.00
12-31-2021,46093,Meade County,Estelline Middle School,38.00,24.00,38.00,15.00,21.00,15.00,15.00,15.00,21.00,0.00,2.00
12-31-2022,46093,Meade County,Estelline Middle School,35.00,27.00,34.00,14.00,20.00,14.00,14.00,14.00,20.00,0.00,0.00
12-31-2023,46093,Meade County,Estelline Middle School,41.00,31.00,40.00,21.00,15.00,21.00,21.00,21.00,14.00,0.00,0.00
12-31-2024,46093,Meade County,Estelline Middle School,16.00,14.00,16.00,0.00,16.00,0.00,0.00,0.00,16.00,0.00,0.00
12-31-2018,46093,Meade County,Faith Elementary,15.00,11.00,15.00,4.00,9.00,4.00,4.00,4.00,9.00,0.00,0.00
12-31-2019,46093,Meade County,Faith Elementary,20.00,16.00,20.00,6.00,14.00,6.00,6.00,6.00,11.00,0.00,0.00
12-31-2020,46093,Meade County,Faith Elementary,25.00,20.00,24.00,10.00,12.00,10.00,10.00,10.00,12.00,0.00,0.00
12-31-2021,46093,Meade County,Faith Elementary,7.00,7.00,7.00,7.00,0.00,7.00,7.00,7.00,0.00,0.00,0.00
12-31-2022,46093,Meade County,Faith Elementary,21.00,20.00,20.00,9.00,9.00,9.00,8.00,7.00,8.00,0.00,1.00
12-31-2023,46093,Meade County,Faith Elementary,22.00,21.00,21.00,13.00,7.00,12.00,13.00,13.00,7.00,0.00,0.00
12-31-2024,46093,Meade County,Faith Elementary,18.00,15.00,17.00,10.00,5.00,10.00,10.00,10.00,5.00,0.00,0.00
12-31-2018,46093,Meade County,Hereford Elementary,1.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2019,46093,Meade County,Hereford Elementary,2.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00
12-31-2020,46093,Meade County,Hereford Elementary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2021,46093,Meade County,Hereford Elementary,4.00,3.00,3.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,0.00
12-31-2022,46093,Meade County,Hereford Elementary,6.00,6.00,6.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,0.00
12-31-2023,46093,Meade County,Hereford Elementary,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2024,46093,Meade County,Hereford Elementary,3.00,3.00,3.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00
12-31-2018,46093,Meade County,Maurine Elementary,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
12-31-2019,46093,Meade County,Maurine Elementary,9.00,6.00,8.00,3.00,1.00,3.00,3.00,3.00,0.00,0.00,1.00
12-31-2020,46093,Meade County,Maurine Elementary,4.00,4.00,4.00,2.00,1.00,2.00,2.00,2.00,1.00,0.00,0.00
12-31-2021,46093,Meade County,Maurine Elementary,3.00,2.00,3.00,3.00,0.00,3.00,3.00,3.00,0.00,0.00,0.00
12-31-2022,46093,Meade County,Maurine Elementary,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2023,46093,Meade County,Maurine Elementary,1.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
12-31-2024,46093,Meade County,Maurine Elementary,5.00,5.00,5.00,4.00,1.00,4.00,4.00,4.00,1.00,0.00,0.00
12-31-2018,46093,Meade County,Opal Elementary,2.00,2.00,2.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
12-31-2019,46093,Meade County,Opal Elementary,4.00,2.00,1.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00
12-31-2020,46093,Meade County,Opal Elementary,3.00,2.00,3.00,1.00,2.00,1.00,1.00,1.00,2.00,0.00,0.00
12-31-2021,46093,Meade County,Opal Elementary,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
12-31-2022,46093,Meade County,Opal Elementary,4.00,4.00,4.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,0.00
12-31-2023,46093,Meade County,Opal Elementary,3.00,2.00,2.00,2.00,0.00,2.00,2.00,2.00,0.00,0.00,1.00
12-31-2024,46093,Meade County,Opal Elementary,4.00,1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,3.00
12-31-2018,46093,Meade County,Piedmont Valley Elementary,171.00,118.00,119.00,56.00,67.00,56.00,56.00,56.00,63.00,1.00,8.00
12-31-2019,46093,Meade County,Piedmont Valley Elementary,83.00,68.00,70.00,83.00,0.00,82.00,82.00,83.00,0.00,0.00,0.00
12-31-2020,46093,Meade County,Piedmont Valley Elementary,97.00,76.00,80.00,92.00,0.00,92.00,92.00,92.00,0.00,0.00,3.00
12-31-2021,46093,Meade County,Piedmont Valley Elementary,114.00,101.00,103.00,110.00,0.00,110.00,110.00,110.00,0.00,0.00,2.00
12-31-2022,46093,Meade County,Piedmont Valley Elementary,111.00,98.00,99.00,105.00,0.00,105.00,105.00,105.00,0.00,0.00,4.00
12-31-2023,46093,Meade County,Piedmont Valley Elementary,93.00,88.00,89.00,92.00,0.00,91.00,92.00,90.00,0.00,0.00,1.00
12-31-2024,46093,Meade County,Piedmont Valley Elementary,110.00,95.00,99.00,107.00,0.00,107.00,106.00,106.00,0.00,0.00,3.00
12-31-2018,46093,Meade County,Sturgis Elementary,108.00,92.00,98.00,106.00,0.00,106.00,106.00,106.00,0.00,0.00,0.00
12-31-2019,46093,Meade County,Sturgis Elementary,107.00,90.00,96.00,102.00,0.00,102.00,103.00,103.00,0.00,0.00,3.00
12-31-2020,46093,Meade County,Sturgis Elementary,118.00,96.00,106.00,109.00,0.00,109.00,108.00,108.00,0.00,0.00,6.00
12-31-2021,46093,Meade County,Sturgis Elementary,100.00,84.00,92.00,98.00,0.00,99.00,100.00,100.00,0.00,0.00,0.00
12-31-2022,46093,Meade County,Sturgis Elementary,119.00,98.00,106.00,111.00,0.00,111.00,111.00,109.00,0.00,0.00,5.00
12-31-2023,46093,Meade County,Sturgis Elementary,112.00,100.00,103.00,106.00,0.00,106.00,106.00,106.00,0.00,0.00,4.00
12-31-2024,46093,Meade County,Sturgis Elementary,102.00,100.00,99.00,99.00,0.00,99.00,98.00,99.00,0.00,0.00,2.00
12-31-2018,46093,Meade County,Sturgis Williams Middle School,154.00,115.00,123.00,0.00,149.00,0.00,0.00,0.00,149.00,0.00,2.00
12-31-2019,46093,Meade County,Sturgis Williams Middle School,153.00,120.00,128.00,0.00,149.00,0.00,0.00,0.00,150.00,0.00,2.00
12-31-2020,46093,Meade County,Sturgis Williams Middle School,132.00,105.00,117.00,0.00,129.00,0.00,0.00,0.00,128.00,0.00,2.00
12-31-2021,46093,Meade County,Sturgis Williams Middle School,128.00,94.00,112.00,0.00,126.00,0.00,0.00,0.00,126.00,0.00,2.00
12-31-2022,46093,Meade County,Sturgis Williams Middle School,130.00,111.00,115.00,0.00,128.00,0.00,0.00,0.00,128.00,0.00,2.00
12-31-2023,46093,Meade County,Sturgis Williams Middle School,122.00,102.00,111.00,0.00,120.00,0.00,0.00,0.00,120.00,0.00,2.00
12-31-2024,46093,Meade County,Sturgis Williams Middle School,119.00,113.00,113.00,0.00,111.00,0.00,0.00,0.00,111.00,0.00,6.00
12-31-2018,46093,Meade County,Takini Elementary,24.00,20.00,20.00,9.00,11.00,9.00,9.00,9.00,11.00,0.00,0.00
12-31-2019,46093,Meade County,Takini Elementary,15.00,15.00,15.00,10.00,5.00,10.00,10.00,10.00,5.00,0.00,0.00
12-31-2020,46093,Meade County,Takini Elementary,19.00,19.00,19.00,8.00,11.00,8.00,8.00,7.00,11.00,0.00,0.00
12-31-2021,46093,Meade County,Takini Elementary,25.00,25.00,25.00,12.00,12.00,12.00,12.00,12.00,12.00,0.00,0.00
12-31-2022,46093,Meade County,Takini Elementary,23.00,19.00,20.00,9.00,13.00,9.00,9.00,7.00,13.00,0.00,0.00
12-31-2023,46093,Meade County,Takini Elementary,24.00,24.00,24.00,11.00,13.00,11.00,11.00,11.00,13.00,0.00,0.00
12-31-2024,46093,Meade County,Takini Elementary,23.00,21.00,23.00,8.00,10.00,9.00,9.00,9.00,10.00,0.00,0.00
12-31-2018,46093,Meade County,Whitewood Elementary,20.00,17.00,18.00,19.00,0.00,19.00,19.00,19.00,0.00,0.00,1.00
12-31-2019,46093,Meade County,Whitewood Elementary,18.00,13.00,14.00,15.00,0.00,16.00,16.00,16.00,0.00,0.00,2.00
12-31-2020,46093,Meade County,Whitewood Elementary,15.00,13.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,2.00
12-31-2021,46093,Meade County,Whitewood Elementary,15.00,13.00,14.00,13.00,0.00,13.00,14.00,14.00,0.00,0.00,1.00
12-31-2022,46093,Meade County,Whitewood Elementary,15.00,14.00,15.00,15.00,0.00,15.00,15.00,15.00,0.00,0.00,0.00
12-31-2023,46093,Meade County,Whitewood Elementary,19.00,17.00,18.00,18.00,0.00,18.00,18.00,18.00,0.00,0.00,1.00
12-31-2024,46093,Meade County,Whitewood Elementary,21.00,18.00,19.00,19.00,0.00,20.00,19.00,19.00,0.00,0.00,1.00
12-31-2018,46095,Mellette County,Norris Elementary,11.00,11.00,11.00,11.00,0.00,11.00,11.00,11.00,0.00,0.00,0.00
12-31-2019,46095,Mellette County,Norris Elementary,8.00,8.00,8.00,8.00,0.00,8.00,8.00,8.00,0.00,0.00,0.00
12-31-2020,46095,Mellette County,Norris Elementary,6.00,6.00,6.00,5.00,0.00,5.00,6.00,6.00,0.00,0.00,0.00
12-31-2021,46095,Mellette County,Norris Elementary,9.00,9.00,9.00,9.00,0.00,9.00,9.00,9.00,0.00,0.00,0.00
12-31-2022,46095,Mellette County,Norris Elementary,12.00,12.00,12.00,11.00,0.00,11.00,12.00,12.00,0.00,0.00,0.00
12-31-2023,46095,Mellette County,Norris Elementary,13.00,12.00,13.00,13.00,0.00,13.00,13.00,13.00,0.00,0.00,0.00
12-31-2024,46095,Mellette County,Norris Elementary,12.00,12.00,12.00,12.00,0.00,12.00,12.00,12.00,0.00,0.00,0.00
12-31-2018,46095,Mellette County,White River Elementary,21.00,18.00,21.00,17.00,0.00,17.00,20.00,20.00,0.00,0.00,0.00
12-31-2019,46095,Mellette County,White River Elementary,27.00,26.00,20.00,25.00,0.00,25.00,25.00,25.00,0.00,0.00,1.00
12-31-2020,46095,Mellette County,White River Elementary,10.00,10.00,10.00,10.00,0.00,10.00,10.00,10.00,0.00,0.00,1.00
12-31-2021,46095,Mellette County,White River Elementary,19.00,16.00,19.00,19.00,0.00,19.00,19.00,19.00,0.00,0.00,0.00
12-31-2022,46095,Mellette County,White River Elementary,23.00,23.00,23.00,23.00,0.00,23.00,23.00,23.00,0.00,0.00,0.00
12-31-2023,46095,Mellette County,White River Elementary,31.00,27.00,29.00,29.00,0.00,29.00,29.00,29.00,0.00,0.00,1.00
12-31-2024,46095,Mellette County,White River Elementary,24.00,21.00,22.00,22.00,0.00,22.00,22.00,22.00,0.00,0.00,1.00
12-31-2018,46095,Mellette County,White River Middle School,37.00,33.00,37.00,0.00,35.00,0.00,0.00,0.00,34.00,0.00,0.00
12-31-2019,46095,Mellette County,White River Middle School,42.00,39.00,41.00,0.00,41.00,0.00,0.00,0.00,41.00,0.00,0.00
12-31-2020,46095,Mellette County,White River Middle School,41.00,41.00,41.00,0.00,41.00,0.00,0.00,0.00,41.00,0.00,0.00
12-31-2021,46095,Mellette County,White River Middle School,25.00,23.00,25.00,0.00,25.00,0.00,0.00,0.00,24.00,0.00,0.00
12-31-2022,46095,Mellette County,White River Middle School,26.00,24.00,24.00,0.00,26.00,0.00,0.00,0.00,26.00,0.00,0.00
12-31-2023,46095,Mellette County,White River Middle School,25.00,25.00,25.00,0.00,25.00,0.00,0.00,0.00,25.00,0.00,0.00
12-31-2024,46095,Mellette County,White River Middle School,35.00,31.00,30.00,0.00,34.00,0.00,0.00,0.00,34.00,0.00,1.00
12-31-2018,46095,Mellette County,Wood Elementary,3.00,2.00,3.00,3.00,0.00,2.00,3.00,3.00,0.00,0.00,0.00
12-31-2019,46095,Mellette County,Wood Elementary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2020,46095,Mellette County,Wood Elementary,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00
12-31-2021,46095,Mellette County,Wood Elementary,3.00,3.00,3.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00,0.00
12-31-2022,46095,Mellette County,Wood Elementary,6.00,6.00,6.00,3.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00
12-31-2023,46095,Mellette County,Wood Elementary,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2024,46095,Mellette County,Wood Elementary,NA,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
12-31-2018,46097,Miner County,Howard Elementary,39.00,32.00,39.00,19.00,19.00,19.00,19.00,19.00,19.00,0.00,1.00
12-31-2019,46097,Miner County,Howard Elementary,48.00,41.00,48.00,22.00,26.00,22.00,22.00,22.00,26.00,0.00,0.00
12-31-2020,46097,Miner County,Howard Elementary,42.00,34.00,41.00,15.00,25.00,15.00,15.00,15.00,25.00,0.00,1.00
12-31-2021,46097,Miner County,Howard Elementary,46.00,43.00,46.00,19.00,24.00,19.00,19.00,19.00,24.00,0.00,3.00
12-31-2022,46097,Miner County,Howard Elementary,41.00,38.00,40.00,16.00,24.00,16.00,16.00,16.00,24.00,0.00,1.00
12-31-2023,46097,Miner County,Howard Elementary,50.00,46.00,46.00,19.00,27.00,19.00,19.00,19.00,27.00,0.00,3.00
12-31-2024,46097,Miner County,Howard Elementary,39.00,34.00,39.00,18.00,18.00,18.00,18.00,18.00,18.00,0.00,2.00
12-31-2018,46097,Miner County,Shannon Colony Elementary,6.00,6.00,6.00,4.00,2.00,4.00,4.00,4.00,2.00,0.00,0.00
12-31-2019,46097,Miner County,Shannon Colony Elementary,6.00,5.00,6.00,3.00,3.00,3.00,3.00,3.00,3.00,0.00,0.00
12-31-2020,46097,Miner County,Shannon Colony Elementary,5.00,4.00,4.00,1.00,3.00,1.00,1.00,1.00,3.00,0.00,1.00
12-31-2021,46097,Miner County,Shannon Colony Elementary,10.00,6.00,9.00,2.00,3.00,2.00,2.00,2.00,3.00,0.00,3.00
12-31-2022,46097,Miner County,Shannon Colony Elementary,8.00,6.00,7.00,2.00,3.00,2.00,2.00,2.00,3.00,0.00,3.00
12-31-2023,46097,Miner County,Shannon Colony Elementary,7.00,5.00,6.00,2.00,2.00,2.00,2.00,2.00,2.00,0.00,2.00
12-31-2024,46097,Miner County,Shannon Colony Elementary,8.00,6.00,6.00,2.00,3.00,2.00,2.00,2.00,3.00,0.00,2.00
12-31-2018,46099,Minnehaha County,All City Elementary,25.00,14.00,19.00,22.00,0.00,23.00,22.00,21.00,0.00,0.00,4.00
12-31-2019,46099,Minnehaha County,All City Elementary,26.00,21.00,22.00,22.00,0.00,22.00,23.00,22.00,0.00,0.00,3.00
12-31-2020,46099,Minnehaha County,All City Elementary,23.00,19.00,18.00,21.00,0.00,20.00,22.00,20.00,0.00,0.00,1.00
12-31-2021,46099,Minnehaha County,All City Elementary,23.00,19.00,20.00,20.00,0.00,20.00,21.00,20.00,0.00,0.00,2.00
12-31-2022,46099,Minnehaha County,All City Elementary,23.00,22.00,21.00,23.00,0.00,22.00,23.00,22.00,0.00,0.00,1.00
12-31-2023,46099,Minnehaha County,All City Elementary,26.00,22.00,22.00,24.00,0.00,23.00,23.00,23.00,0.00,0.00,2.00
12-31-2024,46099,Minnehaha County,All City Elementary,26.00,19.00,21.00,18.00,0.00,18.00,18.00,18.00,0.00,0.00,3.00
12-31-2018,46099,Minnehaha County,Anne Sullivan Elementary,92.00,78.00,85.00,89.00,0.00,89.00,89.00,89.00,0.00,0.00,3.00
12-31-2019,46099,Minnehaha County,Anne Sullivan Elementary,102.00,92.00,95.00,99.00,0.00,99.00,99.00,98.00,0.00,0.00,2.00
12-31-2020,46099,Minnehaha County,Anne Sullivan Elementary,98.00,86.00,90.00,97.00,0.00,97.00,97.00,96.00,0.00,0.00,1.00
12-31-2021,46099,Minnehaha County,Anne Sullivan Elementary,76.00,70.00,75.00,76.00,0.00,76.00,76.00,76.00,0.00,0.00,0.00
12-31-2022,46099,Minnehaha County,Anne Sullivan Elementary,104.00,94.00,96.00,103.00,0.00,104.00,103.00,103.00,0.00,0.00,0.00
12-31-2023,46099,Minnehaha County,Anne Sullivan Elementary,101.00,96.00,98.00,96.00,0.00,94.00,97.00,97.00,0.00,0.00,2.00
12-31-2024,46099,Minnehaha County,Anne Sullivan Elementary,88.00,80.00,84.00,81.00,0.00,84.00,82.00,82.00,0.00,0.00,2.00
12-31-2018,46099,Minnehaha County,Axtell,9.00,9.00,9.00,0.00,9.00,0.00,0.00,0.00,9.00,0.00,0.00
12-31-2019,46099,Minnehaha County,Axtell,10.00,7.00,8.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,1.00
12-31-2020,46099,Minnehaha County,Axtell,22.00,21.00,22.00,0.00,21.00,0.00,0.00,0.00,21.00,0.00,0.00
