"school_name","school_type","address","city","zipcode","planning_region","ex_rel","ex_med","ex_tot"
"Terryville High School","Public","33 North Harwinton Avenue","Plymouth","06786","Naugatuck Valley","2.3","0.3","2.6"
"Pomfret Community School","Public","20 Pomfret St.","Pomfret","06259","Northeast CT","2.2","0.3","2.5"
"Pomfret School","Non-public","398 Pomfret Street","Pomfret","06258","Northeast CT","0.0","0.0","0.0"
"Rectory School","Non-public","528 Pomfret Street","Pomfret","06258","Northeast CT","0.4","0.4","0.8"
"Brownstone Intermediate School","Public","314 Main St.","Portland","06480","Lower CT River Valley","0.0","0.0","0.0"
"Gildersleeve School","Public","565 Main St.","Portland","06480","Lower CT River Valley","1.5","0.0","1.5"
"Portland High School","Public","95 High Street","Portland","06480","Lower CT River Valley","1.6","0.3","1.9"
"Portland Middle School","Public","93 High Street","Portland","06480","Lower CT River Valley","3.3","0.0","3.3"
"Valley View School","Public","81 High St.","Portland","06480","Lower CT River Valley","0.0","1.3","1.3"
"Preston Plains School","Public","1 Route 164","Preston","06365","Southeastern CT","0.0","0.0","0.0"
"Preston Veterans' Memorial School","Public","325 Shetucket Tpke.","Preston","06365","Southeastern CT","0.0","0.8","0.8"
"Long River Middle School","Public","38 Columbia Ave.","Prospect","06712","Naugatuck Valley","3.9","0.7","4.6"
"Prospect Elementary School","Public","75 New Haven Road","Prospect","06712","Naugatuck Valley","0.8","0.3","1.2"
"Putnam Elementary School","Public","33 Wicker St.","Putnam","06260","Northeast CT","0.4","0.4","0.8"
"Putnam High School","Public","152 Woodstock Ave.","Putnam","06260","Northeast CT","0.8","0.8","1.6"
"Putnam Middle School","Public","35 Wicker St.","Putnam","06260","Northeast CT","2.0","0.3","2.3"
"Putnam Science Academy","Non-public","18 Maple Street","Putnam","06260","Northeast CT","DNC","DNC","DNC"
"Joel Barlow High School","Public","100 Black Rock Tpke.","Redding","06896","Western CT","3.9","0.0","3.9"
"John Read Middle School","Public","486 Redding Road","Redding","06896","Western CT","3.4","0.3","3.7"
"Redding Elementary School","Public","33 Lonetown Rd.","Redding","06896","Western CT","1.1","0.9","1.9"
"Barlow Mountain Elementary School","Public","115 Barlow Mountain Rd.","Ridgefield","06877","Western CT","0.3","1.1","1.4"
"Branchville Elementary School","Public","40 Florida Rd.","Ridgefield","06877","Western CT","0.3","0.6","0.9"
"East Ridge Middle School","Public","10 East Ridge Rd.","Ridgefield","06877","Western CT","2.4","0.0","2.4"
"Farmingville Elementary School","Public","324 Farmingville Rd.","Ridgefield","06877","Western CT","0.7","0.3","1.0"
"Ridgebury Elementary School","Public","112 Bennett's Farm Rd.","Ridgefield","06877","Western CT","0.6","0.0","0.6"
"Ridgefield Academy","Non-public","223 West Mountain Road","Ridgefield","06877","Western CT","1.0","0.0","1.0"
"Ridgefield High School","Public","700 North Salem Rd.","Ridgefield","06877","Western CT","2.1","0.1","2.2"
"Scotland Elementary School","Public","111 Barlow Mountain Rd.","Ridgefield","06877","Western CT","0.0","0.3","0.3"
"Scotts Ridge Middle School","Public","750 North Salem Rd.","Ridgefield","06877","Western CT","1.8","0.4","2.1"
"St. Mary School - Ridgefield","Non-public","183 High Ridge Avenue","Ridgefield","06877","Western CT","4.6","1.3","5.8"
"Veterans Park Elementary School","Public","8 Governor St.","Ridgefield","06877","Western CT","0.0","0.8","0.8"
"Academy of Aerospace and Engineering Elementary","Non-public","7 Gardner Way","Rocky Hill","06067","Capitol","0.5","0.0","0.5"
"Albert D. Griswold Middle School","Public","144 Bailey Rd.","Rocky Hill","06067","Capitol","1.9","0.0","1.9"
"Hubbard Day School North","Non-public","525 Brook Street","Rocky Hill","06067","Capitol","DNC","DNC","DNC"
"Moser School","Public","10 School Street","Rocky Hill","06067","Capitol","1.4","0.5","1.9"
"Myrtle H. Stevens School","Public","322 Orchard St.","Rocky Hill","06067","Capitol","0.0","0.3","0.3"
"Rocky Hill High School","Public","50 Chapin Ave.","Rocky Hill","06067","Capitol","DNC","DNC","DNC"
"West Hill School","Public","95 Cronin Dr.","Rocky Hill","06067","Capitol","0.0","0.0","0.0"
"Booth Free School","Public","14 South St.","Roxbury","06783","Northwest Hills","4.6","0.0","4.6"
"Salem Elementary School","Public","200 Hartford Rd.","Salem","06420","Southeastern CT","1.0","1.0","2.0"
"Indian Mountain School","Non-public","211 Indian Mountain Road","Salisbury","06039","Northwest Hills","DNC","DNC","DNC"
"Salisbury Central School","Public","45 Lincoln City Road, P.O. Box 1808","Salisbury","06039","Northwest Hills","0.7","0.0","0.7"
"Salisbury School","Non-public","251 Canaan Road","Salisbury","06068","Northwest Hills","0.3","0.3","0.7"
"The Hotchkiss School","Non-public","11 Interlaken Road","Salisbury","06038","Northwest Hills","0.0","0.2","0.2"
"Scotland Elementary School","Public","68 Brook Rd.","Scotland","06264","Northeast CT","0.0","0.0","0.0"
"Bungay School","Public","35 Bungay Rd.","Seymour","06483","Naugatuck Valley","0.2","0.2","0.4"
"Chatfield-LoPresti School","Public","51 Skokorat St.","Seymour","06483","Naugatuck Valley","0.4","0.4","0.8"
"Seymour High School","Public","2 Botsford Rd.","Seymour","06483","Naugatuck Valley","2.9","0.4","3.3"
"Seymour Middle","Public","211 Mountain Rd.","Seymour","06483","Naugatuck Valley","2.0","0.4","2.4"
"Sharon Center School","Public","80 Hilltop Road","Sharon","06069","Northwest Hills","1.1","0.0","1.1"
"Booth Hill School","Public","544 Booth Hill Rd.","Shelton","06484","Naugatuck Valley","0.7","0.0","0.7"
"Elizabeth Shelton School","Public","138 Willoughby Rd.","Shelton","06484","Naugatuck Valley","1.1","0.9","2.0"
"Intermediate School","Public","675 Constitution Blvd.","Shelton","06484","Naugatuck Valley","3.0","0.3","3.3"
"Long Hill School","Public","565 Long Hill Ave.","Shelton","06484","Naugatuck Valley","0.6","0.3","0.8"
"Mohegan School","Public","47 Mohegan Rd.","Shelton","06484","Naugatuck Valley","0.0","1.3","1.3"
"Perry Hill Elementary School","Public","60 Perry Hill Road","Shelton","06484","Naugatuck Valley","2.3","0.3","2.6"
"Shelton High School","Public","120 Meadow St.","Shelton","06484","Naugatuck Valley","0.9","0.0","0.9"
"Sunnyside School","Public","418 River Rd.","Shelton","06484","Naugatuck Valley","0.8","0.0","0.8"
"Sherman School","Public","2 Route 37 East","Sherman","06784","Western CT","4.3","0.4","4.7"
"Central School","Public","29 Massaco St.","Simsbury","06070","Capitol","0.0","0.3","0.3"
"Henry James Memorial School","Public","155 Firetown Rd.","Simsbury","06070","Capitol","0.0","0.0","0.0"
"Latimer Lane School","Public","33 Mountain View Rd.","Simsbury","06089","Capitol","0.9","0.2","1.1"
"Simsbury High School","Public","34 Farms Village Rd.","Simsbury","06070","Capitol","1.2","0.3","1.4"
"Squadron Line School","Public","44 Squadron Line Rd.","Simsbury","06070","Capitol","0.1","0.3","0.4"
"St. Mary - Simsbury","Non-public","946 Hopmeadow Street","Simsbury","06070","Capitol","3.6","0.8","4.4"
"Tariffville School","Public","42 Winthrop St.","Simsbury","06081","Capitol","2.2","0.0","2.2"
"The Cobb School Montessori","Non-public","112 Sand Hill Road","Simsbury","06070","Capitol","1.6","0.8","2.4"
"The Ethel Walker School","Non-public","230 Bushy Hill Road","Simsbury","06070","Capitol","DNC","DNC","DNC"
"The Master's School","Non-public","36 Westledge Road","Simsbury","06092","Capitol","5.2","2.6","7.7"
"Tootin' Hills School","Public","25 Nimrod Rd.","Simsbury","06092","Capitol","0.3","0.0","0.3"
"Westminister School","Non-public","995 Hopmeadow Street","Simsbury","06070","Capitol","DNC","DNC","DNC"
"Mabelle B. Avery Middle School","Public","1 Vision Boulevard","Somers","06071","Capitol","5.4","0.3","5.7"
"Somers Elementary School","Public","4 Vision Boulevard","Somers","06071","Capitol","0.8","0.5","1.3"
"Somers High School","Public","5 Vision Boulevard","Somers","06071","Capitol","2.5","0.3","2.8"
"Academy of International Studies Elementary School","Non-public","625 Chapel Road","South Windsor","06074","Capitol","0.0","0.2","0.2"
"Eli Terry School","Public","569 Griffin Rd.","South Windsor","06074","Capitol","0.9","0.2","1.1"
"Orchard Hill School","Public","380 Foster St.","South Windsor","06074","Capitol","DNC","DNC","DNC"
"Philip R. Smith School","Public","949 Avery Street","South Windsor","06074","Capitol","0.2","0.6","0.8"
"Pleasant Valley School","Public","591 Ellington Rd.","South Windsor","06074","Capitol","0.4","0.5","0.9"
"South Windsor High School","Public","161 Nevers Rd.","South Windsor","06074","Capitol","1.8","0.3","2.1"
"Timothy Edwards School","Public","100 Arnold Way","South Windsor","06074","Capitol","2.3","0.2","2.5"
"Gainfield Elementary School","Public","307 Old Field Rd.","Southbury","06488","Naugatuck Valley","0.0","0.0","0.0"
"Pomperaug Elementary School","Public","607 Main St. S","Southbury","06488","Naugatuck Valley","1.9","0.8","2.7"
"Pomperaug Regional High School","Public","234 Judd Rd.","Southbury","06488","Naugatuck Valley","1.5","0.1","1.6"
"Rochambeau Middle School","Public","100 Peter Rd.","Southbury","06488","Naugatuck Valley","2.4","0.0","2.4"
"Central Christian Academy","Non-public","1505 West Street","Southington","06489","Capitol","DNC","DNC","DNC"
"Flanders Elementary School","Public","100 Victoria Dr.","Southington","06489","Capitol","0.0","0.0","0.0"
"John F. Kennedy Middle School","Public","1071 South Main Street","Southington","06479","Capitol","2.5","0.3","2.7"
"Joseph A. Depaolo Middle School","Public","385 Pleasant St.","Southington","06489","Capitol","3.2","0.3","3.5"
"Karen Smith Academy","Non-public","242 Main Street","Southington","06489","Capitol","DS","DS","DS"
"R. E. Thalberg Elementary School","Public","145 Dunham Rd.","Southington","06489","Capitol","0.2","0.7","1.0"
"South End Elementary School","Public","10 Maxwell-Noble Drive","Southington","06479","Capitol","0.0","0.4","0.4"
"Southington High School","Public","720 Pleasant Street","Southington","06489","Capitol","2.2","0.2","2.4"
"St. Luke Catholic School","Non-public","133 Bristol Street","Southington","06489","Capitol","0.0","1.2","1.2"
"Urbin T. Kelley School","Public","501 Ridgewood Rd.","Southington","06489","Capitol","1.0","0.3","1.4"
"Walter A. Derynoski Elementary School","Public","240 Main St.","Southington","06489","Capitol","1.1","0.4","1.4"
"William H. Hatton Elementary School","Public","50 Spring Lake Rd.","Southington","06489","Capitol","1.0","0.8","1.8"
"William M. Strong Elementary School","Public","820 Marion Ave.","Southington","06479","Capitol","0.8","0.3","1.1"
"Zaya A. Oshana Elementary School","Public","70 Church Street","Southington","06479","Capitol","0.8","1.3","2.1"
"Academy of the Holy Family","Non-public","54 W Main St","Sprague","06330","Southeastern CT","3.0","0.0","3.0"
"Sayles School","Public","25 Scotland Road","Sprague","06330","Southeastern CT","0.4","0.0","0.4"
"St. Joseph School-Baltic","Non-public","10 School Hill Road","Sprague","06330","Southeastern CT","7.3","0.0","7.3"
"Stafford Elementary School","Public","11 Levinthal Run","Stafford","06076","Capitol","1.3","0.2","1.6"
"Stafford High School","Public","145 Orcuttville Rd.","Stafford","06076","Capitol","8.7","0.3","9.0"
"Stafford Middle School","Public","21 Levinthal Run","Stafford","06076","Capitol","9.6","0.0","9.6"
"West Stafford School","Public","153 West Stafford Rd.","Stafford","06076","Capitol","0.0","0.5","0.5"
"Anchor","Non-public","229 North St.","Stamford","06901","Western CT","0.0","0.0","0.0"
"Apples PreK","Non-public","381 High Ridge Rd.","Stamford","06905","Western CT","0.0","0.3","0.3"
"Bi-Cultural Hebrew Academy of Connecticut","Non-public","2186 High Ridge Road","Stamford","06903","Western CT","0.0","0.3","0.3"
"Cardinal Kung Academy","Non-public","948 Newfield Avenue","Stamford","06905","Western CT","11.1","2.4","13.5"
"Catholic Academy of Stamford","Non-public","1186 Newfield Avenue","Stamford","06905","Western CT","0.9","4.4","5.3"
"Cloonan School","Public","11 West North St.","Stamford","06902","Western CT","0.6","0.3","0.9"
"Davenport Ridge School","Public","1300 Newfield Ave.","Stamford","06905","Western CT","0.3","0.5","0.9"
"Dolan School","Public","51 Toms Rd.","Stamford","06906","Western CT","1.5","0.0","1.5"
"Fusion Academy Greenwich","Non-public","66 Gatehouse Road","Stamford","06902","Western CT","0.0","2.4","2.4"
"Hart School","Public","61 Adams Ave.","Stamford","06902","Western CT","0.2","1.2","1.3"
"Hubbard Day School","Non-public","68 Southfield Avenue","Stamford","06902","Western CT","0.0","1.1","1.1"
"J. M. Wright Technical High School","Public","120 Bridge St.","Stamford","06905","Western CT","0.9","0.0","0.9"
"Julia A. Stark School","Public","398 Glenbrook Rd.","Stamford","06906","Western CT","0.2","1.0","1.2"
"K. T. Murphy School","Public","19 Horton St.","Stamford","06902","Western CT","0.5","1.3","1.8"
"King School, Inc.","Non-public","1450 Newfield Avenue","Stamford","06905","Western CT","1.4","0.0","1.4"
"Mater Salvatoris College Preparatory School","Non-public","926 Newfield Avenue","Stamford","06905","Western CT","5.2","1.3","6.5"
"Mead School","Public","1095 Riverbank Road","Stamford","06903","Western CT","1.5","0.0","1.5"
"Newfield School","Public","345 Pepper Ridge Rd.","Stamford","06905","Western CT","0.0","0.4","0.4"
"Northeast School","Public","82 Scofieldtown Rd.","Stamford","06903","Western CT","1.2","1.2","2.4"
"Our Lady of Grace Preschool & Kindergarten","Non-public","635 Glenbrook Road","Stamford","06906","Western CT","0.0","1.5","1.5"
"Rippowam Middle School","Public","381 High Ridge Rd.","Stamford","06905","Western CT","0.4","0.4","0.9"
"Rogers International School","Public","202 Blachley Rd.","Stamford","06902","Western CT","1.7","0.5","2.2"
"Roxbury School","Public","751 Westhill Rd.","Stamford","06902","Western CT","1.5","0.6","2.1"
"Scofield Middle School","Public","641 Scofieldtown Rd.","Stamford","06903","Western CT","4.4","0.2","4.6"
"Springdale School","Public","1127 Hope St.","Stamford","06907","Western CT","0.6","0.4","0.9"
"Stamford Charter School for Excellence","Public","1 Schuyler Ave.","Stamford","06902","Western CT","0.0","0.0","0.0"
"Stamford High School","Public","55 Strawberry Hill Ave.","Stamford","06902","Western CT","1.5","0.3","1.8"
"Stillmeadow School","Public","800 Stillwater Rd.","Stamford","06902","Western CT","0.7","0.0","0.7"
"Strawberry Hill an ext. of Rogers International","Public","200 Strawberry Hill Ave.","Stamford","06902","Western CT","1.6","0.2","1.9"
"The Academy of Information, Technology & Engineering","Public","411 High Ridge Rd.","Stamford","06905","Western CT","1.8","0.2","2.0"
"The Children's School","Non-public","118 Scofieldtown Road","Stamford","06903","Western CT","0.0","0.8","0.8"
"The Long Ridge School","Non-public","478 Erskine Road","Stamford","06903","Western CT","0.0","0.0","0.0"
"The Pinnacle School, LLC","Non-public","201 High Ridge Rd","Stamford","06905","Western CT","2.7","0.0","2.7"
"The Spire School","Public","201 High Ridge Rd","Stamford","06905","Western CT","0.0","0.0","0.0"
"Toquam Magnet School","Public","123 Ridgewood Ave.","Stamford","06907","Western CT","0.4","0.4","0.8"
"Turn of River School","Public","117 Vine Rd.","Stamford","06905","Western CT","2.2","0.3","2.6"
"Villa Maria Education Center","Non-public","161 Sky Meadow Drive","Stamford","06903","Western CT","0.0","0.0","0.0"
"Waterside School","Non-public","770 Pacific Street","Stamford","06902","Western CT","2.2","0.0","2.2"
"Westhill High School","Public","125 Roxbury Rd.","Stamford","06902","Western CT","1.4","0.1","1.5"
"Westover School","Non-public","1237 Whittemore Road","Stamford","06762","Western CT","1.5","0.0","1.5"
"Sterling Community School","Public","251 Sterling Rd.","Sterling","06377","Northeast CT","0.0","0.0","0.0"
"Deans Mill School","Public","35 Deans Mill Rd.","Stonington","06378","Southeastern CT","0.2","0.5","0.7"
"Northeast Academy Magnet School","Public","115 Oslo Street","Stonington","06355","Southeastern CT","DNC","DNC","DNC"
"Pine Point School","Non-public","89 Barnes Road","Stonington","06378","Southeastern CT","0.6","1.3","1.9"
"St. Michael School","Non-public","131 West Broad Street","Stonington","06379","Southeastern CT","3.6","1.8","5.4"
"Stonington High School","Public","176 South Broad St.","Stonington","06379","Southeastern CT","3.1","0.2","3.3"
"Stonington Middle School","Public","40 Field St.","Stonington","06379","Southeastern CT","1.5","0.0","1.5"
"West Vine Street School","Public","17 West Vine St.","Stonington","06379","Southeastern CT","0.3","0.0","0.3"
"Bunnell High School","Public","1 Bulldog Boulevard","Stratford","06614","Greater Bridgeport","0.9","0.0","0.9"
"Chapel School","Public","380 Chapel Street","Stratford","06614","Greater Bridgeport","1.3","0.3","1.5"
"David Wooster Middle School","Public","150 Lincoln Street","Stratford","06615","Greater Bridgeport","1.9","0.4","2.3"
"Eli Whitney School","Public","1130 Huntington Road","Stratford","06615","Greater Bridgeport","0.2","0.2","0.5"
"Franklin School","Public","1895 Barnum Avenue","Stratford","06615","Greater Bridgeport","1.0","0.0","1.0"
"Harry B. Flood Middle School","Public","490 Chapel Street","Stratford","06614","Greater Bridgeport","0.4","0.0","0.4"
"Johnson House Elementary School","Public","719 Birdseye Street","Stratford","06615","Greater Bridgeport","0.9","0.0","0.9"
"Lordship School","Public","254 Crown Street","Stratford","06615","Greater Bridgeport","0.0","0.0","0.0"
"Nichols School","Public","396 Nichols Avenue","Stratford","06614","Greater Bridgeport","0.5","0.7","1.2"
"Second Hill Lane School","Public","65 Second Hill Lane","Stratford","06614","Greater Bridgeport","1.1","0.2","1.2"
"St. James School","Non-public","50 Harvey Place","Stratford","06615","Greater Bridgeport","1.9","0.3","2.2"
"St. Mark School","Non-public","500 Wigwam Lane","Stratford","06614","Greater Bridgeport","1.2","0.0","1.2"
"Stratford High School","Public","245 King Street","Stratford","06615","Greater Bridgeport","0.6","0.1","0.7"
"Victoria Soto Preschool","Public","699 Birdseye Street","Stratford","06615","Greater Bridgeport","0.0","0.0","0.0"
"Wilcoxson School","Public","600 Wilcoxson Avenue","Stratford","06614","Greater Bridgeport","0.9","0.0","0.9"
"A. Ward Spaulding School","Public","945 Mountain Rd.","Suffield","06078","Capitol","0.2","0.9","1.1"
"Anshei Lubavitch of Suffield, LLC","Non-public","1760 Mapleton Ave","Suffield","06078","Capitol","DNC","DNC","DNC"
"McAlister Intermediate School","Public","260 Mountain Road","Suffield","06078","Capitol","1.1","0.2","1.3"
"Suffield Academy","Non-public","185 North Main Street","Suffield","06078","Capitol","0.0","0.0","0.0"
"Suffield High School","Public","1060 Sheldon Street","Suffield","06093","Capitol","1.4","0.2","1.6"
"Suffield Middle School","Public","350 Mountain Rd.","Suffield","06078","Capitol","1.3","0.4","1.7"
"Black Rock School","Public","57 Branch Rd.","Thomaston","06787","Naugatuck Valley","0.0","0.0","0.0"
"Thomaston Center School","Public","1 Thomas Ave.","Thomaston","06787","Naugatuck Valley","2.0","1.0","3.0"
"Thomaston High School","Public","185 Branch Rd.","Thomaston","06787","Naugatuck Valley","0.0","0.0","0.0"
"Bradley School-Windham County","Non-public","785 Riverside Drive","Thompson","06255","Northeast CT","DNC","DNC","DNC"
"Marianapolis Preparatory School","Non-public","26 Chase Road","Thompson","06277","Northeast CT","DNC","DNC","DNC"
"Mary R. Fisher Elementary School","Public","785 Riverside Dr.","Thompson","06255","Northeast CT","0.0","0.3","0.3"
"River Run Academy at the Susan Wayne Center of Excellence","Non-public","75 Church Street","Thompson","06277","Northeast CT","0.0","0.0","0.0"
"Thompson Middle School","Public","785 Riverside Dr.","Thompson","06255","Northeast CT","3.2","0.0","3.2"
"Tourtellotte Memorial High School","Public","785 Riverside Dr.","Thompson","06255","Northeast CT","3.0","0.0","3.0"
"Birch Grove Primary School","Public","247 Rhodes RD","Tolland","06084","Capitol","0.0","0.0","0.0"
"Tolland High School","Public","1 Eagle Hill","Tolland","06084","Capitol","2.3","0.0","2.3"
"Tolland Intermediate School","Public","96 Old Post RD","Tolland","06084","Capitol","0.6","0.4","1.0"
"Tolland Middle School","Public","1 Falcon Way","Tolland","06084","Capitol","2.1","0.0","2.1"
"Edadvance Head Start","Public","119 Grove Street","Torrington","06790","Northwest Hills","DNC","DNC","DNC"
"EdAdvance Torrington","Non-public","28 St. John Place","Torrington","06790","Northwest Hills","0.0","0.8","0.8"
"Oliver Wolcott Technical High School","Public","75 Oliver St.","Torrington","06790","Northwest Hills","1.5","0.2","1.7"
"Southwest School","Public","340 Litchfield St.","Torrington","06790","Northwest Hills","0.4","0.0","0.4"
"St. John Paul the Great Academy","Non-public","360 Prospect Street","Torrington","06790","Northwest Hills","6.6","0.0","6.6"
"Steps Middle and High School","Non-public","215 Hogan Drive","Torrington","06790","Northwest Hills","DS","DS","DS"
"Torringford School","Public","800 Charles St.","Torrington","06790","Northwest Hills","0.0","0.2","0.2"
"Torrington Christian Academy","Non-public","387 New Harwinton Road","Torrington","06790","Northwest Hills","DNC","DNC","DNC"
"Torrington High School","Public","50 Major Besse Dr.","Torrington","06790","Northwest Hills","0.2","0.1","0.3"
"Torrington Intermediate School","Public","295 East Pearl Rd","Torrington","06790","Northwest Hills","0.2","0.0","0.2"
"Torrington Middle School","Public","50 Major Besse Drive","Torrington","06790","Northwest Hills","0.0","0.2","0.2"
"Vogel Wetmore Elementary","Non-public","68 Church Street","Torrington","06790","Northwest Hills","0.0","0.2","0.2"
"Booth Hill School","Public","545 Booth Hill Rd.","Trumbull","06611","Greater Bridgeport","1.2","0.4","1.6"
"Christian Heritage School","Non-public","575 White Plains Road","Trumbull","06611","Greater Bridgeport","8.0","1.3","9.3"
"Cooperative Educational Services","Public","40 Lindeman Drive","Trumbull","06611","Greater Bridgeport","1.0","1.5","2.6"
"Daniels Farm School","Public","710 Daniels Farm Rd.","Trumbull","06611","Greater Bridgeport","0.9","0.4","1.3"
"Frenchtown Elementary School","Public","30 Frenchtown Rd.","Trumbull","06611","Greater Bridgeport","1.0","0.2","1.2"
"Hillcrest Middle School","Public","530 Daniels Farm Rd.","Trumbull","06611","Greater Bridgeport","2.5","0.0","2.5"
"Jane Ryan School","Public","190 Park Ln.","Trumbull","06611","Greater Bridgeport","0.7","0.7","1.4"
"Madison Middle School","Public","4630 Madison Ave.","Trumbull","06611","Greater Bridgeport","2.7","0.2","2.9"
"Merit Academy","Non-public","25 Oakview Dr.","Trumbull","06611","Greater Bridgeport","DNC","DNC","DNC"
"Middlebrook School","Public","220 Middlebrooks Ave.","Trumbull","06611","Greater Bridgeport","0.6","0.4","1.0"
"Oakview Middle/High School","Non-public","40 Oakview Dr.","Trumbull","06611","Greater Bridgeport","DNC","DNC","DNC"
"Oakview Primary School","Non-public","40 Oakview Dr.","Trumbull","06611","Greater Bridgeport","DNC","DNC","DNC"
"School Readiness","Non-public","40 Lindeman Dr.","Trumbull","06611","Greater Bridgeport","0.0","0.0","0.0"
"St. Catherine of Siena","Non-public","190 Shelton Road","Trumbull","06611","Greater Bridgeport","1.4","0.5","1.9"
"St. Joseph High School","Non-public","2320 Huntington Tpke.","Trumbull","06611","Greater Bridgeport","3.9","0.1","4.0"
"St. Theresa","Non-public","55 Rosemond Terrace","Trumbull","06611","Greater Bridgeport","DNC","DNC","DNC"
"St. Vincent's Special Needs School Program","Non-public","95 Merritt Blvd","Trumbull","06611","Greater Bridgeport","1.9","3.8","5.8"
"Tashua School","Public","401 Stonehouse Rd.","Trumbull","06611","Greater Bridgeport","0.3","0.5","0.8"
"Trumbull Early Childhood Education Center","Non-public","240 Middlebrooks Ave.","Trumbull","06611","Greater Bridgeport","0.0","1.0","1.0"
"Trumbull High School","Public","72 Strobel Rd.","Trumbull","06611","Greater Bridgeport","1.9","0.4","2.4"
"Center Road School","Public","20 Center Rd.","Vernon","06066","Capitol","0.0","0.2","0.2"
"Lake Street School","Public","201 Lake St.","Vernon","06066","Capitol","1.6","2.4","3.9"
"Maple Street School","Public","20 Maple St.","Vernon","06066","Capitol","0.0","0.0","0.0"
"Northeast School","Public","69 East St.","Vernon","06066","Capitol","0.0","0.0","0.0"
"Park Street Learning Center (PSLC)","Non-public","38 Park Street","Vernon","06066","Capitol","DNC","DNC","DNC"
"Rockville High School","Public","70 Loveland Hill","Vernon","06066","Capitol","1.9","0.1","2.0"
"Skinner Road School","Public","90 Skinner Rd.","Vernon","06066","Capitol","0.0","0.0","0.0"
"Vernon Center Middle School","Public","777 Hartford Tpke.","Vernon","06066","Capitol","1.7","0.7","2.4"
"Voluntown Elementary School","Public","195 Main Street","Voluntown","06384","Northeast CT","1.9","0.0","1.9"
"Benhaven Academy","Non-public","50 North Plains Highway","Wallingford","06492","Western CT","DNC","DNC","DNC"
"Carver Academy School","Non-public","350 High Hill Rd","Wallingford","06492","South Central","DNC","DNC","DNC"
"Choate Rosemary Hall","Non-public","333 Christian Street","Wallingford","06492","South Central","DNC","DNC","DNC"
"Cook Hill School","Public","57 Hall Road","Wallingford","06492","South Central","0.0","0.0","0.0"
"Dag Hammarskjold Middle School","Public","106 Pond Hill Road","Wallingford","06492","South Central","1.7","0.0","1.7"
"Evarts C. Stevens School","Public","18 Kondracki Lane","Wallingford","06492","South Central","0.0","1.4","1.4"
"Heritage Baptist Academy","Non-public","161 South Whittlesey Avenue","Wallingford","06492","South Central","DNC","DNC","DNC"
"High Road Academy - BEST Academy","Non-public","5 Barnes Industrial Road","Wallingford","06492","South Central","2.6","2.6","5.3"
"High Road School of Wallingford","Non-public","29A, 31and 33 Village Lane","Wallingford","06492","South Central","0.0","0.0","0.0"
"Highland School","Public","200 Highland Avenue","Wallingford","06492","South Central","0.0","0.7","0.7"
"Holy Trinity School","Non-public","11 North Whittlesey Avenue","Wallingford","06492","South Central","0.5","0.0","0.5"
"James H. Moran Middle School","Public","141 Hope Hill Road","Wallingford","06492","South Central","2.3","0.0","2.3"
"Lyman Hall High School","Public","70 Pond Hill Road","Wallingford","06492","South Central","2.9","0.1","3.0"
"Mark T. Sheehan High School","Public","142 Hope Hill Road","Wallingford","06492","South Central","1.0","0.3","1.3"
"Mary G. Fritz Elementary School of Yalesville","Public","415 Church Street","Wallingford","06492","South Central","1.1","0.0","1.1"
"Moses Y. Beach School","Public","340 North Main Street","Wallingford","06492","South Central","0.0","0.6","0.6"
"Parker Farms School","Public","30 Parker Farms Road","Wallingford","06492","South Central","1.5","0.0","1.5"
"Pond Hill School","Public","299 Pond Hill Road","Wallingford","06492","South Central","2.3","0.7","3.0"
"Rock Hill School","Public","910 Old Rock Hill Road","Wallingford","06492","South Central","0.7","0.0","0.7"
"Warren School","Public","21 Sackett Hill Road","Warren","06754","Northwest Hills","0.0","0.0","0.0"
"Devereux Glenholme School","Non-public","81 Sabbaday Lane","Washington","06793","Northwest Hills","DNC","DNC","DNC"
"Rumsey Hall School","Non-public","201 Romford Road","Washington","06794","Northwest Hills","1.7","1.2","2.9"
"Shepaug Valley School","Public","159 South Street","Washington","06793","Northwest Hills","5.0","0.2","5.2"
"The Frederick Gunn School","Non-public","99 Green Hill Road","Washington","06793","Northwest Hills","0.3","0.0","0.3"
"Washington Montessori School","Non-public","240 Litchfield Turnpike","Washington","06777","Northwest Hills","3.0","1.1","4.2"
"Washington Primary School","Public","11 School St.","Washington","06794","Northwest Hills","0.6","0.0","0.6"
"ACES Chase Academy","Non-public","565 Chase Parkway","Waterbury","06708","Naugatuck Valley","2.6","0.0","2.6"
"Alpha & Omega Christian Academy","Non-public","50 Linden Street","Waterbury","06702","Naugatuck Valley","DNC","DNC","DNC"
"B. W. Tinker School","Public","809 Highland Ave.","Waterbury","06708","Naugatuck Valley","0.4","0.0","0.4"
"Brass City Charter School","Public","289 Willow St.","Waterbury","06710","Naugatuck Valley","0.8","0.0","0.8"
"Bucks Hill Annex","Public","330 Bucks Hill Rd","Waterbury","06704","Naugatuck Valley","0.0","0.0","0.0"
"Bucks Hill School","Public","330 Bucks Hill Rd.","Waterbury","06704","Naugatuck Valley","0.5","0.5","1.0"
"Bunker Hill School","Public","170 Bunker Hill Ave.","Waterbury","06708","Naugatuck Valley","0.2","0.2","0.5"
"Carrington School","Public","24 Kenmore Ave.","Waterbury","06708","Naugatuck Valley","0.2","0.0","0.2"
